scene,time,locationX,locationY,locationZ
0,0,0.004999638,0.04566407,-0.00813669
0,0.0119048,0.004999638,0.04205132,-0.00246565
0,0.0238096,0.004999161,0.03931928,0.004124731
0,0.0421072,0.004999638,0.03450322,0.008292526
0,0.0548394,0.004999638,0.02688313,0.01517618
0,0.0693516,0.004999638,0.01314187,0.02287298
0,0.0813499,0.004999638,0.001880884,0.02803028
0,0.0936882,0.004999638,-0.007422924,0.03383309
0,0.1059011,0.004999638,-0.01502585,0.04088041
0,0.1180468,0.004999638,-0.017097,0.04615137
0,0.1307059,0.004999161,-0.01669002,0.05015624
0,0.1434113,0.004999638,-0.01392698,0.05114481
0,0.1549041,0.004999638,-0.01220679,0.05266687
0,0.1672062,0.004999638,-0.009391069,0.05450541
0,0.1794831,0.004999638,-0.007851124,0.05643162
0,0.1929985,0.004999161,-0.01064873,0.0593296
0,0.2153624,0.004999161,-0.01366353,0.06134865
0,0.2369889,0.004999638,-0.01512408,0.06422189
0,0.2600067,0.004999161,-0.01446629,0.06873521
0,0.282881,0.004999638,-0.01253438,0.07277137
0,0.3039421,0.004999638,-0.01019001,0.07551455
0,0.3264009,0.004999638,-0.007100582,0.07782409
0,0.3497409,0.004999638,-0.01085663,0.08172628
0,0.3713353,0.004999638,-0.01196909,0.08205101
0,0.3936946,0.004999638,-0.01280761,0.08107275
0,0.416535,0.004999638,-0.0150764,0.08054218
0,0.4375017,0.004999638,-0.01855206,0.07987973
0,0.4609116,0.004999638,-0.01915574,0.07762474
0,0.4838666,0.004999638,-0.01729321,0.06802601
0,0.5069552,0.004999638,-0.01729441,0.06270573
0,0.5273518,0.004999638,-0.0243566,0.0635049
0,0.5494881,0.004999638,-0.02869081,0.06426021
0,0.572536,0.004999161,-0.03115892,0.06254295
0,0.5943973,0.004999638,-0.03438258,0.06028438
0,0.6168086,0.004999638,-0.03519177,0.05845761
0,0.6391788,0.004999161,-0.03206611,0.06176451
0,0.6613307,0.004999638,-0.02763486,0.06752402
0,0.6855077,0.004999638,-0.02445531,0.06793746
0,0.6976812,0.004999638,-0.02231026,0.06742528
0,0.7092772,0.004999638,-0.02365708,0.06936514
0,0.7216178,0.004999638,-0.02548742,0.07057866
0,0.7348383,0.004999638,-0.02771115,0.07006717
0,0.7476176,0.004999638,-0.02605009,0.0682241
0,0.7633113,0.004999638,-0.02200246,0.06564736
0,0.7757176,0.004999638,-0.01778197,0.06447691
0,0.7876915,0.004999638,-0.01648474,0.06238377
0,0.7999986,0.004999638,-0.01874232,0.06022036
0,0.8128182,0.004999638,-0.02433753,0.05884743
0,0.8259504,0.004999638,-0.0325284,0.05830193
0,0.8379347,0.004999161,-0.04068971,0.05789068
0,0.850156,0.004999638,-0.04896569,0.05664441
0,0.8637892,0.004999161,-0.0519762,0.05455565
0,0.8768262,0.004999638,-0.05059791,0.0538196
0,0.889872,0.004999638,-0.04769397,0.05224672
0,0.9027215,0.004999638,-0.04616189,0.05197048
0,0.9149923,0.004999161,-0.04827094,0.05398676
0,0.9269148,0.004999638,-0.05349565,0.0573988
0,0.9392462,0.004999638,-0.05668044,0.05967242
0,0.9515709,0.004999638,-0.05863452,0.05961964
0,0.9641268,0.004999638,-0.06009173,0.0614523
0,0.9761196,0.004999638,-0.05979848,0.06328171
0,0.9882007,0.004999638,-0.05883503,0.0651837
0,1.001383,0.004999638,-0.0572679,0.0649142
