scene,time,locationX,locationY,locationZ
0,0,0.005000114,0.05550075,0.03370464
0,0.0130129,0.005000114,0.05304575,0.03339815
0,0.0260258,0.004999638,0.04718518,0.03500324
0,0.0383786,0.004999638,0.04577661,0.03544447
0,0.0512169,0.005000114,0.04621625,0.02942955
0,0.0649282,0.005000114,0.04352212,0.02906895
0,0.07612111,0.005000114,0.04143071,0.02239063
0,0.08890691,0.005000114,0.03771329,0.0185664
0,0.1118136,0.005000114,0.02970481,0.01220241
0,0.1200247,0.005000114,0.02594686,0.008503228
0,0.1267261,0.005000114,0.02206922,0.0003834367
0,0.1376485,0.005000114,0.01715398,-0.008375108
0,0.1502793,0.005000114,0.01552272,-0.01450463
0,0.1628255,0.005000114,0.01189303,-0.01968275
0,0.1756329,0.005000114,0.007688046,-0.02375612
0,0.1880422,0.005000114,0.002591372,-0.02854794
0,0.2009031,0.005000114,-0.004727125,-0.03344293
0,0.2134736,0.005000114,-0.01287699,-0.0411202
0,0.226393,0.005000114,-0.02345634,-0.05137016
0,0.2389758,0.004999638,-0.03661966,-0.06120583
0,0.2614412,0.005000114,-0.05455804,-0.07900584
0,0.2688695,0.004999638,-0.06549048,-0.08630455
0,0.276164,0.005000114,-0.08765864,-0.09825733
0,0.2885679,0.005000114,-0.1206548,-0.1171526
0,0.3016325,0.005000114,-0.1504266,-0.1404103
0,0.3136199,0.004999638,-0.1843321,-0.1710137
0,0.3269126,0.005000114,-0.2245848,-0.2053771
0,0.3385514,0.005000114,-0.2572715,-0.2312644
0,0.3515709,0.004999638,-0.2883508,-0.2494308
0,0.3642559,0.005000114,-0.3200903,-0.2634258
0,0.3762714,0.004999638,-0.3602473,-0.2752222
0,0.388986,0.005000114,-0.3981103,-0.283052
0,0.4121166,0.005000114,-0.4557958,-0.2982045
0,0.4199873,0.005000114,-0.4831682,-0.3072569
0,0.4270025,0.005000114,-0.5115585,-0.3172285
0,0.4380403,0.005000114,-0.5488198,-0.3338765
0,0.4506941,0.005000114,-0.5805863,-0.3489198
0,0.4634914,0.004999638,-0.613874,-0.3619936
0,0.4758112,0.005000114,-0.6505513,-0.3704463
0,0.4884933,0.005000114,-0.6921821,-0.3733942
0,0.5018306,0.005000114,-0.7164873,-0.3741791
0,0.5139059,0.005000114,-0.7279322,-0.3746452
0,0.5264112,0.004999638,-0.7190363,-0.367809
0,0.5386113,0.005000114,-0.6967759,-0.3559201
0,0.5521268,0.004999638,-0.6632993,-0.3353175
0,0.5738189,0.005000114,-0.5982683,-0.2956111
0,0.581621,0.005000114,-0.5564122,-0.2689339
0,0.5892166,0.004999638,-0.4970558,-0.2319841
0,0.6010891,0.004999638,-0.4358412,-0.1953503
0,0.6134962,0.005000114,-0.3800792,-0.1584061
0,0.6265877,0.005000114,-0.3163507,-0.114893
0,0.6390296,0.005000114,-0.2644231,-0.07982908
0,0.6513099,0.005000114,-0.2170022,-0.0517339
0,0.6639674,0.005000114,-0.1677129,-0.02621073
0,0.6769307,0.005000114,-0.1335926,-0.01065877
0,0.6891717,0.005000114,-0.1047754,0.001276433
0,0.7017477,0.005000114,-0.08261824,0.01367047
0,0.7142183,0.005000114,-0.06432533,0.02669749
0,0.7365077,0.005000114,-0.04143834,0.04353082
0,0.7443432,0.005000114,-0.0378015,0.04585394
0,0.7521747,0.005000114,-0.02722669,0.05064473
0,0.7636684,0.005000114,-0.02162099,0.05287182
0,0.7761451,0.005000114,-0.01767659,0.05439445
0,0.7890407,0.005000114,-0.01428294,0.06013167
0,0.8013659,0.005000114,-0.01221395,0.06984627
0,0.8147948,0.005000114,-0.008658648,0.08234358
0,0.8262613,0.005000114,-0.00561738,0.09064525
0,0.8389351,0.004999638,-0.001676798,0.0936451
0,0.8519002,0.005000114,0.0003745556,0.09094065
0,0.8643903,0.005000114,0.003525972,0.08878663
0,0.8866716,0.004999638,0.005824327,0.08907452
0,0.8946498,0.005000114,0.003606558,0.08725625
0,0.9014637,0.005000114,-0.0003082752,0.08262739
0,0.9139652,0.005000114,-0.005548716,0.07697704
0,0.9260513,0.005000114,-0.009083509,0.06970087
0,0.9386321,0.004999638,-0.01354527,0.05931908
0,0.951257,0.005000114,-0.02064085,0.04903764
0,0.9639752,0.005000114,-0.03318906,0.03618678
0,0.9767377,0.005000114,-0.04632068,0.02261281
0,0.9892927,0.005000114,-0.06244493,0.006243944
0,1.001539,0.005000114,-0.07678533,-0.01190117
0,1.014512,0.005000114,-0.09970069,-0.0428198
0,1.036873,0.005000114,-0.1316097,-0.08887608
0,1.045439,0.005000114,-0.1502583,-0.1119616
0,1.052698,0.005000114,-0.1812189,-0.1452759
