scene,time,controllerLocationX,controllerLocationY,controllerLocationZ,controllerRotationX,controllerRotationY,controllerRotationZ,controllerRotationW,controllerRotationEulerX,controllerRotationEulerY,controllerRotationEulerZ
0,0,-0.5846854,1.765033,0.5077903,0.052053,0.03998633,0.309889,-0.9485043,352.9043,357.4822,323.9703
0,0.0130129,-0.5847099,1.764908,0.5078342,0.05157503,0.03966933,0.3098545,-0.948555,352.9678,357.4998,323.9734
0,0.0260258,-0.5847755,1.764818,0.5078282,0.0514608,0.03959886,0.310033,-0.9485058,352.9823,357.5048,323.9515
0,0.0383786,-0.5847946,1.764786,0.5077582,0.05129699,0.04019588,0.310618,-0.9482981,352.9774,357.4378,323.8845
0,0.0512169,-0.5847885,1.764698,0.5077165,0.05106981,0.04011967,0.3100935,-0.9484853,353.0063,357.4342,323.948
0,0.0649282,-0.5847647,1.764573,0.5075587,0.05068477,0.0406693,0.3101683,-0.9484581,353.0286,357.3609,323.9428
0,0.07612111,-0.5847406,1.764449,0.5074338,0.05024182,0.04090312,0.3101282,-0.9484847,353.0688,357.3192,323.9498
0,0.08890691,-0.584656,1.764171,0.5071933,0.04932227,0.04126284,0.3105679,-0.9483734,353.1551,357.2504,323.8999
0,0.1118136,-0.5845753,1.764032,0.5070488,0.04886499,0.04150046,0.3108875,-0.9482821,353.1956,357.2104,323.8632
0,0.1200247,-0.58446,1.76385,0.5067816,0.04827621,0.04212303,0.3110067,-0.9482456,353.2374,357.1222,323.853
0,0.1267261,-0.5843142,1.763625,0.5064487,0.04759441,0.04274986,0.3107528,-0.9483353,353.2902,357.0275,323.8882
0,0.1376485,-0.584172,1.763459,0.5061823,0.04729145,0.04323313,0.3104498,-0.9484278,353.307,356.9616,323.9279
0,0.1502793,-0.5840362,1.76327,0.505919,0.0468439,0.04356097,0.3099657,-0.9485934,353.3458,356.9064,323.9889
0,0.1628255,-0.5839263,1.763084,0.5056678,0.04636795,0.04378115,0.3096896,-0.9486967,353.3909,356.8635,324.024
0,0.1756329,-0.5837857,1.762847,0.5053679,0.04578134,0.04405136,0.3096756,-0.9487173,353.4454,356.8131,324.0276
0,0.1880422,-0.5836957,1.762554,0.5050694,0.04499364,0.04426626,0.3096405,-0.9487564,353.5239,356.7615,324.0336
0,0.2009031,-0.583577,1.762217,0.5047154,0.04404385,0.04471509,0.3097149,-0.9487557,353.6114,356.6793,324.0275
0,0.2134736,-0.5833756,1.761753,0.5042252,0.04280384,0.04532197,0.3098248,-0.9487479,353.7248,356.5698,324.018
0,0.226393,-0.5831587,1.76122,0.5037072,0.04135305,0.04580466,0.3097588,-0.9488105,353.8663,356.4652,324.0287
0,0.2389758,-0.5828131,1.760417,0.5028875,0.03925478,0.04685813,0.3095867,-0.9489043,354.0586,356.2748,324.0548
0,0.2614412,-0.5826224,1.759911,0.5024525,0.0381046,0.04716169,0.3090788,-0.9491017,354.1754,356.1979,324.1174
0,0.2688695,-0.5822681,1.758984,0.5017319,0.03582358,0.04754655,0.3084881,-0.9493635,354.4131,356.0721,324.1894
0,0.276164,-0.5818151,1.75768,0.5007404,0.03237701,0.04823607,0.3077525,-0.9496912,354.7682,355.8717,324.2783
0,0.2885679,-0.5813909,1.756471,0.4997444,0.02909367,0.04942225,0.3068814,-0.9500183,355.0887,355.6225,324.3841
0,0.3016325,-0.5809973,1.755172,0.4986432,0.0251975,0.05117365,0.3063567,-0.9502063,355.4551,355.2924,324.4471
0,0.3136199,-0.5805544,1.753634,0.4974113,0.02059751,0.05309214,0.3063098,-0.950227,355.8901,354.9222,324.4484
0,0.3269126,-0.5802277,1.752357,0.4964609,0.01688965,0.05447747,0.3068729,-0.9500399,356.2429,354.6439,324.3738
0,0.3385514,-0.5799825,1.751137,0.4956836,0.0135518,0.05520635,0.3074677,-0.949859,356.5778,354.4499,324.2926
