scene,time,headsetLocationX,headsetLocationY,headsetLocationZ,headsetRotationX,headsetRotationY,headsetRotationZ,headsetRotationW,headsetRotationEulerX,headsetRotationEulerY,headsetRotationEulerZ
0,0,0.007902048,2.007442,-0.005997456,-0.1302879,0.0004221904,0.02197683,0.9912324,345.0302,359.71,2.57832
0,0.03333334,0.007717203,2.007461,-0.005947277,-0.1304408,0.0005526445,0.02198027,0.9912122,345.0122,359.7249,2.57686
0,0.06666667,0.00789063,2.007499,-0.005850575,-0.1305111,0.00153454,0.02167667,0.9912087,345.0015,359.8448,2.526022
0,0.1,0.00787114,2.007587,-0.005757981,-0.1311648,0.002388053,0.02229139,0.991107,344.9238,359.9339,2.585639
0,0.1333333,0.007981758,2.007632,-0.005473008,0.1315612,-0.003876844,-0.02145757,-0.9910682,344.8742,0.120987,2.464566
0,0.1666667,0.008047164,2.007617,-0.005273545,0.1309828,-0.005572786,-0.02166939,-0.9911321,344.9368,0.318634,2.462819
0,0.2,0.007943077,2.007609,-0.005087881,0.1303958,-0.006658613,-0.02241772,-0.9911862,345.0016,0.4361878,2.533864
0,0.2333333,0.007953469,2.007569,-0.004879309,0.1305527,-0.007864431,-0.0222409,-0.9911606,344.9805,0.5803376,2.494413
0,0.2666667,0.007815434,2.007516,-0.004711243,0.1304338,-0.008287568,-0.02257776,-0.9911652,344.993,0.6251678,2.527486
0,0.3,0.007643657,2.00742,-0.004659941,0.1302031,-0.008460139,-0.02256117,-0.9911945,345.0192,0.6462861,2.522861
0,0.3333333,0.007447036,2.007314,-0.00468697,0.1296209,-0.007758306,-0.02299221,-0.9912667,345.088,0.5585784,2.584346
0,0.3666667,0.007189893,2.007115,-0.004912067,0.1283278,-0.006597884,-0.02317717,-0.991439,345.2404,0.4227142,2.623604
0,0.4,0.006863499,2.006839,-0.005318174,0.1264271,-0.004025026,-0.02447542,-0.9916658,345.4666,0.1062012,2.814131
0,0.4333333,0.006555442,2.006398,-0.005834974,-0.1237347,0.0008350669,0.02611603,0.9919712,345.7871,359.7159,3.051618
0,0.4666667,0.006167914,2.005728,-0.006629102,-0.1195263,-0.004429339,0.02701523,0.9924536,346.2899,359.1006,3.226614
0,0.5,0.005688246,2.004674,-0.007702442,-0.113027,-0.01112002,0.02840708,0.9931235,347.0637,358.3238,3.466907
0,0.5333334,0.005045878,2.00341,-0.00883994,-0.1063199,-0.01799495,0.02895088,0.9937475,347.8619,357.5424,3.598792
0,0.5666667,0.004215294,2.002551,-0.01012903,-0.1019354,-0.02583128,0.02999664,0.9940031,348.3988,356.6367,3.798814
0,0.6000001,0.003510532,2.001402,-0.0115793,-0.09660227,-0.03403711,0.03036775,0.9942772,349.0454,355.7036,3.911006
0,0.6333334,0.002856245,2.000402,-0.01301495,-0.09144557,-0.04140347,0.03066467,0.9944763,349.6686,354.8705,3.996346
0,0.6666668,0.002214432,1.999757,-0.01436854,-0.08752199,-0.04894671,0.0313895,0.994464,350.1539,354.0084,4.132355
0,0.7000002,0.001670574,1.999143,-0.01569902,-0.08376138,-0.05544774,0.03177899,0.9944344,350.6151,353.2712,4.213689
0,0.7333335,0.001223444,1.99858,-0.01693534,-0.08073011,-0.06172127,0.03259576,0.994289,350.9954,352.5536,4.342474
0,0.7666669,0.0009223032,1.998017,-0.01824778,-0.07762588,-0.06833305,0.03378835,0.994064,351.3897,351.7954,4.512181
0,0.8000003,0.0006202817,1.997595,-0.01951344,-0.07466654,-0.07322668,0.03338934,0.9939557,351.7472,351.2496,4.480465
0,0.8333336,0.0002941397,1.997317,-0.02077538,-0.07196021,-0.07825276,0.03471243,0.993727,352.0919,350.6735,4.647316
0,0.866667,-6.001933E-05,1.996921,-0.02204428,-0.06926431,-0.08383714,0.03613156,0.9934124,352.4404,350.0331,4.826123
0,0.9000003,-0.0003101054,1.996552,-0.02327376,-0.06711957,-0.08837741,0.03722261,0.9931258,352.7189,349.5135,4.961979
0,0.9333337,-0.0003748801,1.996246,-0.02467036,-0.06512784,-0.09352956,0.03885969,0.9927238,352.9902,348.919,5.164149
0,0.9666671,-0.00053872,1.995874,-0.02598757,-0.06313413,-0.09781574,0.04036702,0.9923793,353.2574,348.4265,5.342769
0,1,-0.0007965,1.995519,-0.02723241,-0.06080909,-0.1022736,0.04221599,0.9919981,353.5688,347.915,5.555152
0,1.033334,-0.001146076,1.995006,-0.02851397,-0.05793275,-0.1067946,0.04407019,0.9916131,353.9451,347.4013,5.758444
0,1.066667,-0.001349961,1.99456,-0.02975539,-0.05517692,-0.1106077,0.04573368,0.9912769,354.3026,346.9709,5.934195
0,1.1,-0.001700565,1.994284,-0.03071464,-0.05362666,-0.1133737,0.04779146,0.9909524,354.523,346.6514,6.163615
0,1.133334,-0.001989652,1.99408,-0.03153055,-0.05251476,-0.1149663,0.04916044,0.9907615,354.6779,346.4685,6.313092
0,1.166667,-0.002287703,1.993876,-0.03224958,-0.05117946,-0.1164145,0.05065218,0.9905871,354.8593,346.3038,6.472149
0,1.2,-0.002571397,1.993734,-0.03290655,-0.04972776,-0.1174179,0.05220116,0.9904621,355.0522,346.1915,6.633322
0,1.233333,-0.00275497,1.993656,-0.03337466,-0.0484395,-0.1180295,0.05359293,0.990379,355.222,346.1245,6.776649
0,1.266667,-0.003009299,1.993694,-0.03373571,-0.04789085,-0.117976,0.05495009,0.9903377,355.3028,346.1288,6.923447
0,1.3,-0.003204334,1.993716,-0.03398602,-0.04787363,-0.1179659,0.05544643,0.990312,355.3115,346.1278,6.979838
0,1.333333,-0.00327645,1.993671,-0.03419555,-0.04759235,-0.1177568,0.05572714,0.9903346,355.3459,346.153,7.006845
0,1.366667,-0.003321151,1.99366,-0.03434592,-0.0474329,-0.117948,0.05626032,0.9902895,355.3727,346.1298,7.066323
0,1.4,-0.003346313,1.993679,-0.03453337,-0.04676317,-0.1178963,0.05602771,0.9903407,355.4452,346.1423,7.029822
0,1.433333,-0.003438977,1.993604,-0.03465068,-0.04675215,-0.1179514,0.05673287,0.9902944,355.4567,346.1329,7.110448
0,1.466667,-0.003422535,1.99365,-0.03475668,-0.04669151,-0.1180134,0.05615912,0.9903226,355.456,346.1288,7.044329
0,1.5,-0.003372239,1.99368,-0.03485717,-0.04664301,-0.1179626,0.05599074,0.9903405,355.4588,346.1358,7.024166
