scene,time,headsetLocationX,headsetLocationY,headsetLocationZ
1,0.5865524,-0.9746994,1.219978,-0.1194679
1,0.5984113,-0.974627,1.220034,-0.1194677
1,0.6095018,-0.9745007,1.220005,-0.1194032
1,0.6209269,-0.9744741,1.22014,-0.1195824
1,0.6323726,-0.9744426,1.220167,-0.1196243
1,0.6440018,-0.9743584,1.220062,-0.1195434
1,0.6554291,-0.9743571,1.220137,-0.1196997
1,0.6671948,-0.9743611,1.2201,-0.1197128
1,0.678501,-0.9742815,1.219932,-0.1196479
1,0.6899583,-0.9743364,1.219929,-0.1198322
1,0.7006475,-0.9743348,1.21986,-0.1198277
1,0.7121767,-0.9743525,1.21984,-0.1198201
1,0.7231736,-0.9743592,1.219827,-0.1198256
1,0.7346569,-0.9743381,1.219826,-0.1198367
1,0.7458248,-0.9743167,1.219832,-0.1198511
1,0.7565874,-0.9743144,1.219828,-0.1198803
1,0.7685309,-0.9743174,1.219764,-0.1198778
1,0.7790606,-0.9742414,1.219641,-0.1197547
1,0.7906231,-0.9742718,1.219674,-0.1197907
1,0.8016074,-0.9742919,1.219618,-0.1197233
1,0.8125998,-0.9743246,1.219552,-0.1196921
1,0.8241804,-0.9743477,1.219522,-0.1196349
1,0.8352299,-0.9743485,1.219512,-0.1195936
1,0.8459358,-0.9742957,1.219525,-0.1195883
