scene,time,locationX,locationY,locationZ
0,-3.995,2.095983,-4.662161
0,-3.995,2.095983,-4.662161
0,-3.995,2.086288,-4.654898
0,-3.995,2.076463,-4.647172
0,-3.995,2.062572,-4.641074
0,-3.995,2.047045,-4.634544
0,-3.995,2.03237,-4.627631
0,-3.995,2.02217,-4.621937
0,-3.995,2.014291,-4.617655
0,-3.995,2.007774,-4.613626
0,-3.995,2.00583,-4.610688
0,-3.995,2.020438,-4.608268
0,-3.995,2.030493,-4.60525
0,-3.995,2.048407,-4.601276
0,-3.995,2.061247,-4.59814
0,-3.995,2.067236,-4.595707
0,-3.995,2.067358,-4.594283
0,-3.995,2.069287,-4.593545
0,-3.995,2.070454,-4.594536
0,-3.995,2.071909,-4.594942
0,-3.995,2.076195,-4.5956
0,-3.995,2.084078,-4.597703
0,-3.995,2.095207,-4.599786
0,-3.995,2.114151,-4.602417
0,-3.995,2.13106,-4.603064
0,-3.995,2.152647,-4.602226
0,-3.995,2.174423,-4.601373
0,-3.995,2.198059,-4.600688
0,-3.995,2.220706,-4.600433
0,-3.995,2.252371,-4.600958
0,-3.995,2.286635,-4.600653
0,-3.995,2.320621,-4.598917
0,-3.995,2.360534,-4.593709
0,-3.995,2.398272,-4.59073
0,-3.995,2.444993,-4.587906
0,-3.995,2.48851,-4.584478
0,-3.995,2.536273,-4.579319
0,-3.995,2.580225,-4.571613
0,-3.995,2.624944,-4.560067
0,-3.995,2.66461,-4.547133
0,-3.995,2.705974,-4.537074
0,-3.995,2.747925,-4.530825
0,-3.995,2.790281,-4.52514
0,-3.995,2.830954,-4.519861
0,-3.995,2.874588,-4.512857
0,-3.995,2.918998,-4.504104
0,-3.995,2.970129,-4.496981
0,-3.995,3.018807,-4.492341
0,-3.995,3.061434,-4.488576
0,-3.995,3.108679,-4.484257
0,-3.995,3.155541,-4.480005
0,-3.995,3.20018,-4.473575
0,-3.995,3.243886,-4.47017
0,-3.995,3.290257,-4.470525
0,-3.995,3.336751,-4.471787
0,-3.995,3.384096,-4.477181
0,-3.995,3.424297,-4.482024
0,-3.995,3.467518,-4.485107
0,-3.995,3.503085,-4.486499
0,-3.995,3.535998,-4.487644
0,-3.995,3.574389,-4.488289
0,-3.995,3.616046,-4.494198
0,-3.995,3.657389,-4.507031
0,-3.995,3.697921,-4.514737
0,-3.995,3.730287,-4.531179
0,-3.995,3.761677,-4.541688
0,-3.995,3.781158,-4.543305
0,-3.995,3.79375,-4.542599
0,-3.995,3.80102,-4.538355
0,-3.995,3.806456,-4.535211
0,-3.995,3.816544,-4.536812
0,-3.995,3.830118,-4.54596
0,-3.995,3.849047,-4.55222
1,-3.995,2.095983,-4.662161
1,-3.995,2.095983,-4.662161
1,-3.995,2.086288,-4.654898
1,-3.995,2.076463,-4.647172
1,-3.995,2.062572,-4.641074
1,-3.995,2.047045,-4.634544
1,-3.995,2.03237,-4.627631
1,-3.995,2.02217,-4.621937
1,-3.995,2.014291,-4.617655
1,-3.995,2.007774,-4.613626
1,-3.995,2.00583,-4.610688
1,-3.995,2.020438,-4.608268
1,-3.995,2.030493,-4.60525
1,-3.995,2.048407,-4.601276
1,-3.995,2.061247,-4.59814
1,-3.995,2.067236,-4.595707
1,-3.995,2.067358,-4.594283
1,-3.995,2.069287,-4.593545
1,-3.995,2.070454,-4.594536
1,-3.995,2.071909,-4.594942
1,-3.995,2.076195,-4.5956
1,-3.995,2.084078,-4.597703
1,-3.995,2.095207,-4.599786
1,-3.995,2.114151,-4.602417
1,-3.995,2.13106,-4.603064
1,-3.995,2.152647,-4.602226
1,-3.995,2.174423,-4.601373
1,-3.995,2.198059,-4.600688
1,-3.995,2.220706,-4.600433
1,-3.995,2.252371,-4.600958
1,-3.995,2.286635,-4.600653
1,-3.995,2.320621,-4.598917
1,-3.995,2.360534,-4.593709
1,-3.995,2.398272,-4.59073
1,-3.995,2.444993,-4.587906
1,-3.995,2.48851,-4.584478
1,-3.995,2.536273,-4.579319
1,-3.995,2.580225,-4.571613
1,-3.995,2.624944,-4.560067
1,-3.995,2.66461,-4.547133
1,-3.995,2.705974,-4.537074
1,-3.995,2.747925,-4.530825
1,-3.995,2.790281,-4.52514
1,-3.995,2.830954,-4.519861
1,-3.995,2.874588,-4.512857
1,-3.995,2.918998,-4.504104
1,-3.995,2.970129,-4.496981
1,-3.995,3.018807,-4.492341
1,-3.995,3.061434,-4.488576
1,-3.995,3.108679,-4.484257
1,-3.995,3.155541,-4.480005
1,-3.995,3.20018,-4.473575
1,-3.995,3.243886,-4.47017
1,-3.995,3.290257,-4.470525
1,-3.995,3.336751,-4.471787
1,-3.995,3.384096,-4.477181
1,-3.995,3.424297,-4.482024
1,-3.995,3.467518,-4.485107
1,-3.995,3.503085,-4.486499
1,-3.995,3.535998,-4.487644
1,-3.995,3.574389,-4.488289
1,-3.995,3.616046,-4.494198
1,-3.995,3.657389,-4.507031
1,-3.995,3.697921,-4.514737
1,-3.995,3.730287,-4.531179
1,-3.995,3.761677,-4.541688
1,-3.995,3.781158,-4.543305
1,-3.995,3.79375,-4.542599
1,-3.995,3.80102,-4.538355
1,-3.995,3.806456,-4.535211
1,-3.995,3.816544,-4.536812
1,-3.995,3.830118,-4.54596
1,-3.995,3.849047,-4.55222
