scene,time,headsetLocationX,headsetLocationY,headsetLocationZ
0,-1.036839,1.213294,-3.356624
0,-1.036863,1.213307,-3.356631
0,-1.036728,1.213371,-3.356647
0,-1.036597,1.213428,-3.356674
0,-1.036464,1.213466,-3.356714
0,-1.036304,1.21353,-3.356749
0,-1.036174,1.213572,-3.356777
0,-1.03604,1.213599,-3.356803
0,-1.035949,1.213652,-3.356866
0,-1.035816,1.213667,-3.356869
0,-1.035677,1.213682,-3.356874
0,-1.035539,1.213678,-3.356754
0,-1.035419,1.213729,-3.35675
0,-1.035338,1.213774,-3.356731
0,-1.035216,1.213849,-3.356664
0,-1.035124,1.213915,-3.356628
0,-1.035029,1.213965,-3.356606
0,-1.034922,1.214005,-3.356499
0,-1.034817,1.214059,-3.356456
0,-1.034646,1.214085,-3.356386
0,-1.03459,1.214219,-3.356323
0,-1.034477,1.214366,-3.356279
0,-1.034343,1.214515,-3.35624
0,-1.034252,1.21476,-3.356174
0,-1.034137,1.214969,-3.356153
0,-1.033965,1.215171,-3.356081
0,-1.033857,1.215448,-3.356063
0,-1.033732,1.215713,-3.356048
0,-1.033526,1.215954,-3.356078
0,-1.03332,1.216316,-3.356102
0,-1.033168,1.216614,-3.356127
0,-1.033003,1.216956,-3.356174
0,-1.032879,1.217403,-3.356224
0,-1.032721,1.217893,-3.356298
0,-1.032535,1.218343,-3.356357
0,-1.032431,1.218871,-3.356423
0,-1.032249,1.219346,-3.356517
0,-1.032005,1.219779,-3.356601
0,-1.031863,1.220221,-3.356684
0,-1.031614,1.220626,-3.356788
0,-1.031352,1.220988,-3.356889
0,-1.03106,1.221456,-3.356967
0,-1.030774,1.221815,-3.357053
0,-1.030474,1.222193,-3.357131
0,-1.030199,1.222599,-3.357181
0,-1.029872,1.222965,-3.357232
0,-1.029487,1.223269,-3.357278
0,-1.029172,1.223597,-3.357339
0,-1.028809,1.223892,-3.357398
0,-1.028392,1.224191,-3.357455
0,-1.027982,1.224433,-3.357539
0,-1.027579,1.22473,-3.357602
0,-1.027152,1.224988,-3.357656
0,-1.026657,1.225214,-3.35772
0,-1.026232,1.225508,-3.357758
0,-1.025777,1.225788,-3.357774
0,-1.025245,1.226056,-3.357826
0,-1.0248,1.226326,-3.357849
0,-1.024307,1.226561,-3.35788
0,-1.023779,1.226737,-3.357904
0,-1.023307,1.226922,-3.357918
0,-1.022825,1.227125,-3.35793
0,-1.022252,1.227248,-3.357962
0,-1.021758,1.227415,-3.357957
0,-1.02128,1.22759,-3.357936
