scene,time,headsetLocationX,headsetLocationY,headsetLocationZ,headsetRotationX,headsetRotationY,headsetRotationZ,headsetRotationW,headsetRotationEulerX,headsetRotationEulerY,headsetRotationEulerZ
0,0,-0.3768469,2.173693,0.4272794,0.03933792,0.009980885,0.02916047,-0.9987505,355.4597,358.9859,356.6954
0,0.0224497,-0.3768067,2.173583,0.4272674,0.03916126,0.009947591,0.02916655,-0.9987577,355.4801,358.9892,356.6945
0,0.0448994,-0.3768239,2.173552,0.4273223,0.03901236,0.009887194,0.02919578,-0.9987631,355.4973,358.9958,356.6907
0,0.0528914,-0.3768521,2.173539,0.4273694,0.03885421,0.009832684,0.02919998,-0.9987698,355.5156,359.0016,356.6898
0,0.059904,-0.3768474,2.173413,0.4274068,0.03883311,0.009766637,0.0292969,-0.9987684,355.5182,359.0095,356.6784
0,0.0711613,-0.3768836,2.173397,0.4274699,0.03880306,0.009729989,0.02936732,-0.9987679,355.5217,359.0139,356.6701
0,0.0839374,-0.376829,2.173318,0.4275304,0.03872729,0.009656767,0.0294182,-0.99877,355.5305,359.0223,356.6639
0,0.0961541,-0.3768544,2.173301,0.4275841,0.0386644,0.009566946,0.02949801,-0.998771,355.538,359.0328,356.6543
0,0.1089513,-0.3768858,2.17329,0.4276519,0.03859093,0.00945091,0.0295116,-0.9987744,355.5468,359.0459,356.6522
0,0.1215285,-0.3768218,2.173235,0.4277347,0.03843509,0.009268527,0.02957518,-0.9987803,355.5652,359.0666,356.6439
0,0.1346877,-0.376845,2.173215,0.4277948,0.03819857,0.009070712,0.02959567,-0.9987906,355.593,359.0887,356.6405
0,0.1470283,-0.3768092,2.173167,0.4278617,0.03793966,0.008904834,0.029585,-0.9988022,355.6232,359.1068,356.6409
0,0.1590292,-0.3768177,2.173104,0.4279317,0.0375532,0.008660303,0.02953652,-0.9988204,355.6684,359.1334,356.6451
0,0.1715914,-0.3768349,2.173068,0.4279893,0.03721396,0.008443072,0.02940504,-0.9988389,355.7081,359.1566,356.6591
0,0.1856454,-0.3768773,2.17309,0.4280522,0.0370676,0.008247673,0.02937108,-0.9988469,355.7255,359.1784,356.6621
0,0.2065713,-0.3768981,2.173059,0.4281323,0.03696949,0.00799631,0.02938217,-0.9988523,355.7376,359.207,356.6597
0,0.2144751,-0.376919,2.173022,0.4282071,0.03679739,0.007641519,0.02943459,-0.9988599,355.7585,359.2474,356.652
0,0.2218463,-0.3769276,2.173018,0.428249,0.03658113,0.007252127,0.02939744,-0.9988719,355.7846,359.2912,356.6545
0,0.2340267,-0.3769462,2.173002,0.4283178,0.03644893,0.006910701,0.02937561,-0.9988797,355.8009,359.3299,356.6556
0,0.2465962,-0.3768759,2.172904,0.4282737,0.03631387,0.00655411,0.02934498,-0.998888,355.8176,359.3702,356.6575
0,0.2592842,-0.376902,2.172891,0.4283504,0.03611664,0.006154097,0.0292694,-0.9988999,355.8416,359.4152,356.6645
0,0.2716581,-0.3769272,2.172872,0.4284246,0.03593108,0.005849574,0.02920482,-0.9989103,355.8639,359.4492,356.6706
0,0.2842205,-0.3768289,2.172752,0.4283752,0.03576531,0.005465327,0.02905857,-0.9989227,355.8843,359.4922,356.6857
0,0.2968329,-0.3768599,2.172725,0.4284161,0.03558314,0.005175605,0.0289115,-0.9989349,355.9062,359.5242,356.7014
0,0.3094375,-0.3768336,2.172682,0.4284479,0.03542455,0.004906777,0.02883644,-0.9989441,355.9253,359.5542,356.7089
0,0.3217642,-0.3768681,2.172652,0.4284842,0.03523131,0.004696426,0.02871234,-0.9989555,355.9482,359.5772,356.7222
0,0.3346669,-0.3768953,2.172605,0.4285226,0.03503693,0.004478386,0.02868746,-0.9989641,355.9712,359.6015,356.7242
0,0.3474779,-0.3769211,2.172562,0.4285544,0.03491003,0.004221458,0.02862595,-0.9989715,355.9866,359.6304,356.7302
0,0.3705336,-0.3770236,2.172538,0.4285971,0.03468528,0.004000982,0.02872649,-0.9989773,356.013,359.6553,356.7177
0,0.3782735,-0.3770604,2.172523,0.4286197,0.03458815,0.003700757,0.02868958,-0.9989829,356.0252,359.6893,356.7208
0,0.3851027,-0.377094,2.172514,0.4286527,0.03452845,0.003539333,0.02876603,-0.9989834,356.0325,359.7079,356.7113
0,0.3961079,-0.3772235,2.172529,0.4285929,0.034467,0.003388172,0.02876244,-0.9989861,356.0401,359.7251,356.7112
0,0.4088025,-0.377279,2.172508,0.4286083,0.03447479,0.003280859,0.02879228,-0.9989854,356.0395,359.7375,356.7073
0,0.4214393,-0.3773643,2.172491,0.4285473,0.03443171,0.003189439,0.0286559,-0.998991,356.0448,359.7473,356.7226
0,0.4345,-0.3774248,2.172482,0.4285453,0.03434862,0.00313997,0.02860184,-0.9989956,356.0545,359.7525,356.7286
0,0.4466447,-0.3774885,2.172475,0.4285344,0.03428041,0.003089459,0.02851183,-0.9990007,356.0625,359.7578,356.7387
