scene,time,controllerLocationX,controllerLocationY,controllerLocationZ,controllerRotationX,controllerRotationY,controllerRotationZ,controllerRotationW,controllerRotationEulerX,controllerRotationEulerY,controllerRotationEulerZ
0,0,-0.3318505,1.756798,0.4577163,0.05782592,0.01966867,0.1835977,-0.981102,353.0681,358.9979,338.8619
0,0.0128896,-0.3319369,1.756824,0.4575775,0.05744329,0.02039358,0.18389,-0.981055,353.0958,358.9098,338.833
0,0.0257792,-0.3320118,1.756788,0.4574462,0.05640499,0.02112373,0.1838293,-0.9811111,353.1976,358.8048,338.8463
0,0.0388727,-0.3320274,1.756826,0.4574473,0.05610503,0.02123213,0.1846794,-0.9809663,353.2281,358.7921,338.7477
0,0.0506214,-0.3320451,1.756964,0.4574226,0.05596897,0.02135829,0.1851423,-0.980884,353.2402,358.7781,338.6945
0,0.0632796,-0.3319873,1.757351,0.4573712,0.05673242,0.02171508,0.1852533,-0.9808115,353.1464,358.7547,338.6828
0,0.0758554,-0.3319034,1.75778,0.4573061,0.05779834,0.02210051,0.1852419,-0.9807428,353.0179,358.7336,338.6853
0,0.089039,-0.3317445,1.758514,0.4571352,0.05970743,0.02283561,0.1850122,-0.9806548,352.7872,358.6892,338.7147
0,0.1111803,-0.3315932,1.758998,0.4569415,0.06106329,0.02359813,0.1848614,-0.9805818,352.6183,358.6304,338.7359
0,0.1194372,-0.3313938,1.759548,0.4565941,0.0622605,0.02481812,0.1850546,-0.98044,352.457,358.519,338.7204
0,0.1275019,-0.3311346,1.760221,0.4560967,0.0634744,0.02646748,0.1851106,-0.9803084,352.2849,358.3581,338.7243
0,0.1379071,-0.3307944,1.760958,0.4553885,0.0643658,0.0286617,0.1854237,-0.9801294,352.1371,358.1306,338.7029
0,0.1502227,-0.3304701,1.761672,0.4546823,0.06532846,0.03086987,0.1855304,-0.9799784,351.9814,357.9013,338.7063
0,0.1629587,-0.3301377,1.76235,0.453988,0.06595845,0.03277157,0.1857529,-0.9798323,351.8693,357.7007,338.6944
0,0.1752625,-0.3297263,1.763142,0.4531153,0.06664943,0.03540114,0.186761,-0.9795024,351.7328,357.4252,338.5962
0,0.1882034,-0.3293383,1.763881,0.4522056,0.0672255,0.03828673,0.187676,-0.9791795,351.6035,357.1177,338.5114
0,0.2006434,-0.328915,1.764693,0.4511423,0.06812321,0.04180234,0.1884793,-0.9788193,351.4242,356.7445,338.4455
0,0.2133316,-0.3283195,1.765879,0.4497661,0.06981979,0.04652192,0.1893998,-0.9783091,351.1277,356.2525,338.3771
0,0.2269252,-0.3277621,1.767024,0.4485817,0.0716713,0.05058539,0.1903444,-0.97779,350.827,355.8385,338.3022
0,0.2381488,-0.327199,1.768216,0.4474409,0.07382163,0.05441193,0.1910587,-0.9772851,350.498,355.4557,338.2543
0,0.2510836,-0.3263066,1.770029,0.4456895,0.07697403,0.06040131,0.1913385,-0.9766352,350.0107,354.8429,338.2815
