scene,time,headsetLocationX,headsetLocationY,headsetLocationZ
0,0.7907555,-1.006794,1.191293,-0.1574243
1,0,-1.009506,1.193185,-0.1545821
1,0.01092,-1.009523,1.193171,-0.1545686
1,0.02184,-1.009584,1.193156,-0.154537
1,0.0329987,-1.009629,1.193149,-0.1545426
1,0.0446407,-1.009691,1.19318,-0.1545512
1,0.0553842,-1.009719,1.193059,-0.1544352
1,0.0667232,-1.009796,1.193134,-0.1545523
1,0.0780477,-1.009866,1.193115,-0.1545588
1,0.0923104,-1.009908,1.192988,-0.1544275
1,0.1018757,-1.009974,1.193071,-0.1545269
1,0.1120447,-1.01005,1.193053,-0.1545428
1,0.1211509,-1.010072,1.192939,-0.1544206
1,0.1324806,-1.010162,1.193017,-0.154521
1,0.1437965,-1.010203,1.192981,-0.1545085
1,0.1544571,-1.010281,1.192844,-0.1543463
1,0.1655557,-1.010391,1.192918,-0.1544303
1,0.1771319,-1.01049,1.192892,-0.1544072
1,0.187912,-1.010563,1.192762,-0.154256
1,0.1991434,-1.010704,1.192829,-0.1543253
1,0.2105836,-1.010772,1.192814,-0.1543469
1,0.2215547,-1.010821,1.192641,-0.1542382
1,0.2328191,-1.010902,1.19266,-0.1543718
1,0.2442233,-1.010975,1.192619,-0.1543987
1,0.2549146,-1.010973,1.192465,-0.1543007
1,0.266286,-1.011057,1.192525,-0.1543819
1,0.2777831,-1.011136,1.192488,-0.1544203
1,0.2888922,-1.011131,1.192318,-0.1543443
1,0.3000048,-1.011222,1.192332,-0.1544843
1,0.31131,-1.011288,1.192286,-0.1545262
1,0.3225712,-1.011362,1.192098,-0.1544183
1,0.3333741,-1.011484,1.19213,-0.1545672
1,0.3450025,-1.011585,1.192088,-0.1546327
1,0.3557352,-1.011632,1.192017,-0.1546355
1,0.3667364,-1.011716,1.191963,-0.1546706
1,0.3781549,-1.011782,1.191925,-0.1547124
1,0.3890036,-1.011846,1.191853,-0.1546779
1,0.4009528,-1.01191,1.191823,-0.1547216
1,0.4117031,-1.011942,1.191785,-0.1547951
1,0.4226286,-1.012017,1.191707,-0.1547988
1,0.4342525,-1.012075,1.191686,-0.1548524
1,0.4456951,-1.012122,1.191671,-0.1549361
1,0.4562022,-1.012134,1.191615,-0.154947
1,0.4677309,-1.012185,1.191579,-0.1550227
1,0.4796824,-1.0122,1.191463,-0.1550007
1,0.4902497,-1.012251,1.191498,-0.155127
1,0.5020355,-1.0123,1.191444,-0.1551778
1,0.5133209,-1.012357,1.191409,-0.1552064
1,0.5246565,-1.01241,1.191364,-0.1552033
1,0.5360014,-1.012475,1.191334,-0.1552354
1,0.5473626,-1.012539,1.191208,-0.1551348
1,0.5588475,-1.012621,1.191267,-0.1552583
1,0.5702621,-1.012677,1.191262,-0.1553031
1,0.5830448,-1.012686,1.191155,-0.1552331
1,0.596588,-1.012777,1.191177,-0.1554007
1,0.6074407,-1.012809,1.191133,-0.1554188
1,0.6175283,-1.012843,1.191037,-0.1553193
1,0.6278428,-1.012885,1.191115,-0.1553033
1,0.6378981,-1.01293,1.191109,-0.1553018
1,0.648922,-1.012964,1.191031,-0.1552129
1,0.660565,-1.013011,1.191122,-0.1552434
1,0.671707,-1.013045,1.191097,-0.1552386
1,0.6824303,-1.013077,1.191002,-0.1551345
1,0.6938379,-1.01312,1.191079,-0.1551585
1,0.7046902,-1.013145,1.191092,-0.1551201
1,0.7158505,-1.013114,1.191041,-0.1550279
1,0.7274047,-1.013164,1.191129,-0.1551496
1,0.7382435,-1.013178,1.191124,-0.1551405
1,0.7500786,-1.013098,1.191056,-0.1550677
1,0.7612728,-1.013113,1.19116,-0.1550897
1,0.7721385,-1.013116,1.191148,-0.1550555
1,0.7828344,-1.013118,1.191071,-0.1549155
1,0.7945729,-1.013148,1.191164,-0.1550018
1,0.8049157,-1.01314,1.191189,-0.1549721
1,0.8162102,-1.013094,1.191127,-0.1548774
1,0.8283613,-1.013091,1.191233,-0.1548949
1,0.8392595,-1.01304,1.191224,-0.1548609
1,0.8498497,-1.012989,1.191124,-0.1547261
1,0.8614023,-1.012974,1.191205,-0.1548045
1,0.8723078,-1.012945,1.191201,-0.1548035
1,0.8837066,-1.012839,1.191153,-0.154749
1,0.8949622,-1.012828,1.191242,-0.1548345
1,0.9062502,-1.012783,1.191237,-0.1548317
1,0.9169901,-1.012741,1.191157,-0.1547459
1,0.9283887,-1.012735,1.191244,-0.154806
1,0.9392654,-1.012708,1.191237,-0.1547858
1,0.9504855,-1.012702,1.191156,-0.1546923
1,0.9618359,-1.012702,1.191238,-0.1547694
1,0.9738547,-1.012712,1.191226,-0.1547727
1,0.9838765,-1.012673,1.191151,-0.1547034
1,0.9957724,-1.012706,1.191208,-0.1548692
1,1.0066,-1.012688,1.191212,-0.1548896
1,1.018269,-1.012666,1.19116,-0.1548459
1,1.029653,-1.012668,1.191262,-0.1549226
1,1.040481,-1.012672,1.191242,-0.1549214
1,1.051989,-1.012613,1.191186,-0.1548579
1,1.063994,-1.012646,1.191246,-0.155003
1,1.074716,-1.012644,1.191233,-0.1550053
1,1.085983,-1.012655,1.191152,-0.1548999
1,1.097218,-1.012671,1.191235,-0.1549811
1,1.108399,-1.012663,1.191235,-0.1549646
1,1.11982,-1.012662,1.191161,-0.154843
1,1.130688,-1.012666,1.191215,-0.1549776
1,1.141857,-1.01268,1.191224,-0.154971
2,0,-1.017654,1.189775,-0.1502118
2,0.0115848,-1.017644,1.189791,-0.1502232
2,0.0231696,-1.01768,1.189745,-0.1501713
2,0.0350872,-1.017693,1.189784,-0.1502178
2,0.0462759,-1.017707,1.189717,-0.1501369
2,0.0578411,-1.017747,1.189743,-0.15018
2,0.0700528,-1.017758,1.189759,-0.150189
2,0.0814983,-1.017753,1.189641,-0.1500914
2,0.096054,-1.01777,1.189662,-0.1501142
2,0.1059197,-1.01778,1.189656,-0.1501349
2,0.1158371,-1.017748,1.189545,-0.1500604
2,0.1265415,-1.017766,1.189556,-0.1501069
2,0.1360266,-1.017743,1.189535,-0.1501272
2,0.1468958,-1.017641,1.189433,-0.1500836
2,0.1585477,-1.017613,1.189438,-0.1501256
2,0.1692763,-1.017568,1.189426,-0.1501633
2,0.1807687,-1.017542,1.18943,-0.1502158
2,0.1919791,-1.017509,1.189355,-0.1501771
2,0.2028226,-1.017499,1.189352,-0.1502174
2,0.2139167,-1.017435,1.189248,-0.1501593
2,0.2249778,-1.01741,1.189288,-0.1501791
2,0.2362125,-1.017379,1.189282,-0.1502008
2,0.2471184,-1.01733,1.189178,-0.1501336
2,0.258609,-1.017284,1.189233,-0.1501195
2,0.2698664,-1.017271,1.189237,-0.1501397
2,0.2806949,-1.017225,1.189141,-0.1500809
2,0.2924283,-1.017236,1.189158,-0.1501148
2,0.3033238,-1.017255,1.189132,-0.1501393
2,0.3144435,-1.01729,1.189031,-0.1500801
2,0.3256033,-1.017317,1.189006,-0.1501393
2,0.3364526,-1.017339,1.18895,-0.1501775
2,0.3479123,-1.017384,1.188836,-0.1501024
2,0.359245,-1.01741,1.188828,-0.1501332
2,0.3702572,-1.017433,1.188796,-0.1501704
2,0.3812406,-1.01738,1.188739,-0.1501755
2,0.3928977,-1.017389,1.188739,-0.1502582
2,0.4035338,-1.017395,1.188723,-0.1503122
2,0.4148352,-1.017426,1.188621,-0.1502826
2,0.4259644,-1.017449,1.188618,-0.1503295
2,0.437102,-1.01747,1.188586,-0.1503885
2,0.4487855,-1.017482,1.18845,-0.1503641
2,0.4595097,-1.017518,1.188399,-0.1504548
2,0.4711987,-1.017539,1.188328,-0.1505331
2,0.4821319,-1.017572,1.188187,-0.1505288
2,0.4933902,-1.017619,1.188113,-0.1506418
2,0.5047135,-1.017659,1.188032,-0.1507273
2,0.5162204,-1.017629,1.187891,-0.1507742
2,0.5273322,-1.017686,1.187834,-0.1509252
2,0.5385565,-1.017713,1.187725,-0.1510109
2,0.5502381,-1.017633,1.187557,-0.1510541
2,0.5613995,-1.017657,1.187436,-0.1512148
2,0.5731571,-1.017659,1.18734,-0.1512973
2,0.5840956,-1.017716,1.187171,-0.1513007
2,0.5958375,-1.017754,1.187134,-0.1513812
2,0.6076935,-1.017787,1.187044,-0.1514719
2,0.6184208,-1.017816,1.186888,-0.151476
2,0.6296349,-1.017832,1.186827,-0.1515675
2,0.6421456,-1.017854,1.186735,-0.1516355
2,0.6524003,-1.017872,1.186588,-0.1516351
2,0.6631563,-1.017901,1.186558,-0.1517498
2,0.6749672,-1.017925,1.186496,-0.1518562
2,0.6857076,-1.017936,1.186378,-0.1518903
2,0.6968002,-1.017942,1.186379,-0.15202
2,0.7085027,-1.017956,1.186363,-0.152133
2,0.7193174,-1.017933,1.186264,-0.1521552
2,0.7303325,-1.017945,1.186255,-0.1523256
2,0.7419846,-1.017957,1.186232,-0.1524064
2,0.7532574,-1.017901,1.186123,-0.1524109
2,0.7675546,-1.017922,1.186098,-0.1524886
2,0.7796388,-1.017913,1.186043,-0.1525429
2,0.7916204,-1.017865,1.185927,-0.1525139
2,0.8018843,-1.017792,1.185895,-0.152653
2,0.8163395,-1.017699,1.185826,-0.1526419
2,0.8262354,-1.017651,1.185847,-0.1527995
2,0.8375026,-1.017583,1.185868,-0.1528841
2,0.8484742,-1.017472,1.185807,-0.1528777
2,0.8601587,-1.017393,1.185849,-0.152955
2,0.8707567,-1.017285,1.185837,-0.1529905
2,0.8818187,-1.017153,1.185771,-0.1529536
2,0.8933016,-1.017048,1.185827,-0.1529906
2,0.9044048,-1.016951,1.185832,-0.1530191
2,0.9158049,-1.016864,1.18573,-0.1529412
2,0.9275823,-1.016779,1.185792,-0.1529952
2,0.9378415,-1.016713,1.185786,-0.1529967
2,0.94907,-1.016575,1.18566,-0.1528856
2,0.9603936,-1.016506,1.185725,-0.1529495
2,0.9712657,-1.016432,1.18576,-0.1529833
2,0.9825628,-1.016335,1.18568,-0.1529292
2,0.9938424,-1.016274,1.185749,-0.1530289
2,1.004882,-1.016184,1.185751,-0.1530582
2,1.016839,-1.016163,1.185609,-0.152957
2,1.027612,-1.016086,1.185642,-0.1530439
2,1.038521,-1.016001,1.185604,-0.1530682
2,1.049989,-1.015938,1.1855,-0.1530021
2,1.060792,-1.015877,1.185524,-0.1531092
2,1.0719,-1.015822,1.185544,-0.1531267
2,1.085089,-1.015727,1.185482,-0.1530704
2,1.09669,-1.015692,1.185537,-0.1531526
2,1.105927,-1.015645,1.185526,-0.1531588
2,1.116573,-1.015539,1.185446,-0.1530827
2,1.127782,-1.015479,1.185475,-0.1531308
2,1.139023,-1.01537,1.185462,-0.1531494
2,1.150015,-1.015171,1.185362,-0.1530896
2,1.161354,-1.015068,1.185393,-0.1531984
2,1.172726,-1.014903,1.185365,-0.1532193
2,1.183684,-1.01465,1.185307,-0.1532052
2,1.194837,-1.014524,1.185415,-0.1533996
2,1.205969,-1.014388,1.185453,-0.1535006
2,1.217167,-1.014264,1.185407,-0.1534741
2,1.228449,-1.014149,1.185538,-0.1535826
2,1.240077,-1.014063,1.185607,-0.1536252
2,1.250751,-1.014019,1.185563,-0.1535581
2,1.261925,-1.013968,1.185731,-0.153583
2,1.273184,-1.013952,1.185743,-0.1535804
2,1.284213,-1.01386,1.185718,-0.1535204
2,1.295111,-1.013842,1.185827,-0.1535776
2,1.306525,-1.013841,1.185869,-0.1535848
2,1.317697,-1.013783,1.185843,-0.1535345
2,1.328909,-1.013798,1.185964,-0.1536351
2,1.340981,-1.013798,1.185988,-0.153647
2,1.351833,-1.013786,1.185938,-0.1535836
2,1.363762,-1.013816,1.186044,-0.1536692
2,1.375319,-1.013836,1.18604,-0.1536663
2,1.386615,-1.013881,1.186019,-0.1536629
2,1.398764,-1.013908,1.186007,-0.1536783
2,1.410168,-1.013927,1.185997,-0.1537087
2,1.421177,-1.013926,1.18593,-0.1537708
2,1.432828,-1.013948,1.185944,-0.1537945
2,1.444901,-1.013923,1.185932,-0.1538391
