scene,time,headsetLocationX,headsetLocationY,headsetLocationZ,headsetRotationX,headsetRotationY,headsetRotationZ,headsetRotationW,headsetRotationEulerX,headsetRotationEulerY,headsetRotationEulerZ
0,0,0.08824124,1.996046,0.01528624,-0.1832637,-0.0180599,0.008294441,0.9828629,338.9031,357.6324,1.407954
0,0.01128,0.08824878,1.99604,0.01528749,-0.1832166,-0.01794249,0.008183992,0.9828748,338.9081,357.6492,1.391834
0,0.02256,0.08831016,1.996011,0.01531784,-0.1833431,-0.01788392,0.008168924,0.9828523,338.8933,357.6563,1.389091
0,0.0335637,0.08826865,1.996011,0.01530251,-0.1834375,-0.01780872,0.008185932,0.9828359,338.8822,357.6648,1.389744
0,0.0448489,0.0882826,1.99602,0.0152757,-0.1835222,-0.01778795,0.008106154,0.9828212,338.8721,357.6689,1.379906
0,0.0560456,0.08833033,1.996008,0.01527192,-0.1835873,-0.01773904,0.008077583,0.9828101,338.8644,357.6753,1.375555
0,0.0672745,0.08826239,1.995982,0.01525377,-0.1835999,-0.01771874,0.00808564,0.9828081,338.8629,357.6775,1.376109
0,0.07807399,0.08827942,1.995985,0.01524275,-0.1836795,-0.01775662,0.008081382,0.9827926,338.8537,357.6729,1.376694
0,0.0900946,0.08831042,1.995991,0.01524021,-0.183737,-0.0177088,0.00805389,0.9827829,338.8469,357.6791,1.372473
0,0.1040111,0.08840752,1.996063,0.01520732,-0.1837289,-0.01765664,0.008216709,0.982784,338.8481,357.6818,1.390933
0,0.1148083,0.08841664,1.99606,0.01518731,-0.1838087,-0.01760167,0.008313618,0.9827693,338.839,357.686,1.401641
0,0.1248278,0.08843663,1.996038,0.01519541,-0.183893,-0.01764258,0.00829372,0.9827529,338.8292,357.6813,1.400421
0,0.1347216,0.08841955,1.996048,0.01515754,-0.1838326,-0.01760957,0.008294155,0.9827648,338.8362,357.6855,1.399543
0,0.1445333,0.08841486,1.996054,0.0151313,-0.1838936,-0.01771872,0.008289195,0.9827515,338.8292,357.6722,1.401595
0,0.154988,0.08844633,1.996041,0.01513817,-0.1839675,-0.01780018,0.008299123,0.9827361,338.8207,357.662,1.404863
0,0.166139,0.08850095,1.996081,0.01510394,-0.1840475,-0.01796056,0.008357885,0.9827176,338.8118,357.6411,1.415832
0,0.1776809,0.08851697,1.996068,0.01507159,-0.1840799,-0.01809696,0.008499313,0.982708,338.8085,357.6213,1.436098
0,0.188805,0.0885262,1.996038,0.01502403,-0.1841599,-0.01819169,0.008550946,0.9826908,338.7995,357.6085,1.444729
0,0.2002272,0.08853129,1.996035,0.0150028,-0.1842185,-0.01835353,0.008587039,0.9826764,338.793,357.588,1.452936
0,0.210703,0.0885507,1.996032,0.0149749,-0.1841181,-0.01849519,0.008664267,0.9826919,338.8051,357.5694,1.465143
0,0.2217348,0.08855475,1.996017,0.01491828,-0.1842013,-0.01864812,0.008714873,0.9826729,338.7957,357.5496,1.474983
0,0.2333722,0.08853692,1.996035,0.01487149,-0.1842868,-0.0186631,0.008725367,0.9826566,338.7858,357.5473,1.476868
0,0.244861,0.08853761,1.996072,0.01484846,-0.1843875,-0.01878131,0.008723731,0.9826354,338.7742,357.5328,1.479675
0,0.2562041,0.08854409,1.996124,0.01480835,-0.1847,-0.01884623,0.008729975,0.9825754,338.7379,357.524,1.482927
0,0.2671343,0.08837919,1.996139,0.0148089,-0.1849887,-0.01888073,0.00871294,0.9825206,338.7043,357.5194,1.482602
0,0.277751,0.08837611,1.996202,0.0147949,-0.1854076,-0.01892849,0.008827776,0.9824398,338.6558,357.51,1.498953
0,0.2892103,0.08837677,1.996284,0.01476806,-0.1858132,-0.01889646,0.008950716,0.9823626,338.6088,357.51,1.514432
0,0.3004045,0.08837982,1.996396,0.01476095,-0.1862207,-0.01885882,0.00913237,0.9822845,338.5617,357.5093,1.536894
0,0.3115002,0.08839671,1.996474,0.01474957,-0.1867564,-0.01879026,0.009232468,0.9821832,338.4994,357.5139,1.549218
0,0.3228353,0.088425,1.996573,0.01472622,-0.1872295,-0.01874073,0.009348532,0.982093,338.4445,357.5159,1.563703
0,0.3337373,0.08847672,1.996711,0.0147078,-0.1878658,-0.01860944,0.009519515,0.9819722,338.3705,357.5261,1.583498
0,0.3449516,0.08851508,1.996847,0.01469864,-0.1883753,-0.01853514,0.009608358,0.9818752,338.3112,357.5316,1.594241
0,0.3562442,0.08854336,1.996964,0.01470165,-0.1890373,-0.01847267,0.009681627,0.9817485,338.234,357.5357,1.603881
0,0.3672075,0.08855586,1.997095,0.01469145,-0.1896581,-0.01836694,0.009824593,0.9816293,338.1618,357.5435,1.62082
0,0.3785025,0.08860473,1.99723,0.01469277,-0.1903098,-0.01827554,0.01000655,0.981503,338.0861,357.5485,1.642925
0,0.3896657,0.0886848,1.997354,0.01475438,-0.190999,-0.01819031,0.0102414,0.9813682,338.0061,357.5513,1.671722
0,0.4013245,0.08871432,1.997526,0.01477906,-0.1918169,-0.01807055,0.01048694,0.9812084,337.911,357.5577,1.70145
0,0.4119556,0.08877923,1.997697,0.01478548,-0.1927024,-0.0178045,0.01070402,0.9810373,337.8078,357.5823,1.724479
0,0.4229714,0.08882159,1.997841,0.0147327,-0.193653,-0.01754828,0.01076615,0.980854,337.6965,357.6092,1.729106
0,0.4344165,0.08886759,1.997977,0.01472169,-0.1944162,-0.01724125,0.0108173,0.9807079,337.607,357.6431,1.730503
0,0.4455239,0.08895407,1.998068,0.01470814,-0.1949424,-0.01708424,0.01088876,0.9806054,337.5454,357.6589,1.737153
0,0.4572433,0.08910429,1.998097,0.01473919,-0.1955231,-0.01692679,0.01111486,0.98049,337.4778,357.6709,1.76277
0,0.467833,0.08912376,1.998181,0.01473562,-0.1959956,-0.01680652,0.01148394,0.9803935,337.4233,357.6752,1.806329
0,0.4789554,0.08921335,1.998286,0.01472212,-0.1965381,-0.01672237,0.01197946,0.9802804,337.361,357.6718,1.866405
0,0.4905853,0.08931336,1.998383,0.01474283,-0.1973343,-0.01666632,0.01236772,0.9801165,337.2688,357.6667,1.915002
0,0.501526,0.08936741,1.998501,0.01474676,-0.198009,-0.01656535,0.01258047,0.9799795,337.1902,357.6716,1.940737
0,0.5129498,0.08945715,1.998596,0.01474208,-0.1986498,-0.01639823,0.01260678,0.9798522,337.1151,357.6893,1.94201
0,0.524221,0.08956435,1.998665,0.01471014,-0.1991187,-0.01611716,0.01253443,0.9797627,337.0596,357.7239,1.927829
0,0.5354692,0.08963345,1.998749,0.01471013,-0.1994923,-0.01593068,0.01254532,0.9796895,337.0155,357.7452,1.925787
0,0.5468587,0.08973318,1.99879,0.01469209,-0.1998509,-0.01577652,0.012635,0.9796178,336.9735,357.7607,1.934094
0,0.5587851,0.08986439,1.998815,0.0146913,-0.2001786,-0.01579222,0.01293192,0.9795468,336.9359,357.7504,1.971803
0,0.5695931,0.0899631,1.998885,0.01465587,-0.200478,-0.01577797,0.013173,0.9794826,336.9015,357.7451,2.001874
0,0.5808722,0.09007505,1.998923,0.01462787,-0.2008041,-0.01592147,0.01342952,0.9794099,336.8642,357.7202,2.037872
0,0.5919687,0.09019226,1.998963,0.01460321,-0.2012037,-0.01601016,0.01356043,0.9793248,336.818,357.7048,2.057443
0,0.6030009,0.09027344,1.999021,0.0145824,-0.2015954,-0.01606004,0.01362559,0.9792424,336.7725,357.6957,2.068005
0,0.6144301,0.09039354,1.999056,0.01456398,-0.2021123,-0.01615736,0.01361597,0.9791344,336.7122,357.6824,2.071073
0,0.6254529,0.09053969,1.999086,0.01456413,-0.2025267,-0.01621413,0.01362095,0.9790478,336.6638,357.674,2.07456
0,0.6365797,0.09063406,1.999139,0.01454419,-0.2029,-0.01626579,0.0136548,0.9789692,336.6204,357.6655,2.081311
0,0.6479926,0.09076226,1.99916,0.01451282,-0.2032305,-0.01629247,0.01371311,0.9788993,336.5819,357.6597,2.090279
0,0.6593495,0.09088035,1.999156,0.01449719,-0.2036439,-0.01642036,0.01365775,0.978812,336.5337,357.6441,2.088217
0,0.6701854,0.09098011,1.99922,0.01447069,-0.203947,-0.01653831,0.01369905,0.9787463,336.4986,357.6276,2.097347
0,0.681211,0.09109131,1.999264,0.01442673,-0.2042248,-0.01660838,0.01378993,0.978686,336.4665,357.6157,2.111243
0,0.6927338,0.09117734,1.999311,0.01437742,-0.2045342,-0.01684954,0.01381893,0.9786168,336.4308,357.5844,2.122059
0,0.7037299,0.09132674,1.999411,0.01433516,-0.204803,-0.01695918,0.01394813,0.9785569,336.4,357.5668,2.141655
0,0.7151595,0.09140597,1.999443,0.01429031,-0.2051765,-0.0170742,0.0140175,0.9784756,336.3567,357.5496,2.154464
0,0.7260499,0.09143479,1.999515,0.01418813,-0.2055716,-0.01724769,0.01425774,0.9783862,336.3114,357.5208,2.189798
0,0.7372764,0.09147076,1.999603,0.01415423,-0.2058039,-0.01743941,0.01436747,0.9783323,336.285,357.4937,2.209037
0,0.7485642,0.09153611,1.999641,0.01411067,-0.2062153,-0.01755652,0.01452516,0.9782413,336.2375,357.4738,2.232932
0,0.7594886,0.09161114,1.999673,0.01409168,-0.2064762,-0.01770659,0.01455718,0.9781831,336.2074,357.4536,2.241727
0,0.7711083,0.09160887,1.999707,0.01405954,-0.2067057,-0.01772709,0.0144666,0.9781355,336.1803,357.4526,2.23204
0,0.7820508,0.09166598,1.999718,0.01402751,-0.206922,-0.01778531,0.01443381,0.9780893,336.1551,357.4456,2.230362
0,0.792977,0.09167483,1.999756,0.01398663,-0.2071012,-0.01783576,0.01448411,0.9780497,336.1343,357.4374,2.238526
0,0.8042732,0.09166947,1.999811,0.01396005,-0.2073872,-0.01787596,0.01461709,0.9779863,336.1013,357.428,2.256982
0,0.8156692,0.09169958,1.999834,0.01393535,-0.2076163,-0.01806891,0.01475492,0.9779322,336.0753,357.3999,2.279787
0,0.8269517,0.09171668,1.999851,0.01386363,-0.207846,-0.01808651,0.01495836,0.97788,336.049,357.3916,2.3061
0,0.8383629,0.09179626,1.999952,0.01382115,-0.2080475,-0.0182159,0.01508356,0.9778327,336.026,357.3717,2.325624
0,0.8492872,0.09182057,1.999974,0.01379349,-0.2082051,-0.0183076,0.01515098,0.9777964,336.008,357.3581,2.336915
0,0.860365,0.09180812,1.999988,0.01375218,-0.2084461,-0.01833578,0.0152827,0.9777426,335.9802,357.3503,2.35478
0,0.8717065,0.0917697,2.000043,0.01372449,-0.2085532,-0.01823046,0.01526908,0.9777219,335.9673,357.3632,2.350791
