scene,time,locationX,locationY,locationZ
0,0,0.004999638,0.1325824,0.079781
0,0.01128,0.004999638,0.1208019,0.08575013
0,0.02256,0.004999638,0.1101792,0.08954304
0,0.0335637,0.004999638,0.09922934,0.09306458
0,0.0448489,0.004999638,0.09483171,0.1034418
0,0.0560456,0.004999161,0.08690763,0.1142439
0,0.0672745,0.004999161,0.07984781,0.12527
0,0.07807399,0.004999638,0.0763216,0.1331089
0,0.0900946,0.004999161,0.07460713,0.1378721
0,0.1040111,0.004999638,0.07442069,0.1417879
0,0.1148083,0.004999161,0.07360578,0.143237
0,0.1248278,0.004999161,0.07322955,0.1433529
0,0.1347216,0.004999161,0.07047391,0.1405453
0,0.1445333,0.004999638,0.06876588,0.1361262
0,0.154988,0.004999638,0.06793523,0.1328933
0,0.166139,0.004999638,0.07026696,0.1299411
0,0.1776809,0.004999638,0.0761261,0.1284891
0,0.188805,0.004999638,0.08418512,0.1285088
0,0.2002272,0.004999638,0.1011815,0.1285294
0,0.210703,0.004999638,0.115504,0.1265155
0,0.2217348,0.004999161,0.1360624,0.1227765
0,0.2333722,0.004999638,0.1592891,0.1203247
0,0.244861,0.004999638,0.1866961,0.1170121
0,0.2562041,0.004999161,0.2149842,0.1151299
0,0.2671343,0.004999161,0.2503698,0.1139085
0,0.277751,0.004999161,0.2896502,0.1138361
0,0.2892103,0.004999161,0.3308923,0.112852
0,0.3004045,0.004999638,0.3829863,0.1129195
0,0.3115002,0.004999161,0.4336238,0.1143431
0,0.3228353,0.004999161,0.4836531,0.1158411
0,0.3337373,0.004999638,0.5372429,0.1236865
0,0.3449516,0.004999638,0.5918834,0.1323556
0,0.3562442,0.004999638,0.6469979,0.140521
0,0.3672075,0.004999638,0.7052393,0.1488063
0,0.3785025,0.004999638,0.7624295,0.1535425
0,0.3896657,0.004999638,0.8161714,0.1571086
0,0.4013245,0.004999161,0.8696361,0.1609297
0,0.4119556,0.004999638,0.9182129,0.1639436
0,0.4229714,0.004999638,0.9653656,0.1692471
0,0.4344165,0.004999161,1.008483,0.1723496
