scene,time,controllerLocationX,controllerLocationY,controllerLocationZ,controllerRotationX,controllerRotationY,controllerRotationZ,controllerRotationW,controllerRotationEulerX,controllerRotationEulerY,controllerRotationEulerZ
0,0,-0.2207944,1.66847,0.03320243,-0.07786058,0.007552553,-0.2911839,0.9534636,351.7162,3.461371,325.7843
0,0.0129261,-0.2207908,1.668242,0.03319718,-0.07686415,0.007833051,-0.29166,0.9533966,351.8367,3.461869,325.7334
0,0.0258522,-0.220715,1.668207,0.03313704,-0.07668186,0.007412903,-0.2918642,0.9533522,351.8432,3.41097,325.7133
0,0.0382296,-0.2207155,1.668256,0.03305831,-0.07709164,0.006703973,-0.2926202,0.9530925,351.7769,3.353579,325.6236
0,0.0505824,-0.220736,1.668168,0.03315572,-0.07668048,0.007131612,-0.2927115,0.9530945,351.8369,3.3872,325.613
0,0.06320781,-0.220757,1.668122,0.03327885,-0.07662281,0.007486973,-0.2930917,0.9529796,351.8566,3.427629,325.5651
0,0.0758166,-0.2208269,1.668047,0.03338545,-0.07621031,0.007753886,-0.2934856,0.9528893,351.9123,3.446029,325.5191
0,0.0882243,-0.2208909,1.668005,0.03345115,-0.07590604,0.007787503,-0.2936347,0.9528674,351.9473,3.440382,325.5034
0,0.1007666,-0.2209754,1.667922,0.03354845,-0.07538833,0.007942677,-0.2937497,0.9528717,352.0098,3.440381,325.4929
0,0.1136942,-0.2211016,1.667776,0.03377522,-0.07463525,0.008582158,-0.2940157,0.9528435,352.115,3.486754,325.4626
0,0.1374113,-0.221228,1.667636,0.03396799,-0.07393068,0.009140575,-0.2946214,0.9527061,352.2135,3.528623,325.3917
0,0.1464652,-0.2213179,1.667567,0.03410248,-0.07364882,0.009432882,-0.2952493,0.9525307,352.2567,3.556071,325.3163
0,0.1537028,-0.2214099,1.667496,0.0341823,-0.07316519,0.009311767,-0.2960196,0.9523301,352.3083,3.532041,325.2281
0,0.1624483,-0.2214836,1.667495,0.03419907,-0.07294565,0.008843768,-0.2964022,0.9522324,352.3177,3.475936,325.1869
0,0.175042,-0.2215346,1.667583,0.03421947,-0.07309022,0.008372515,-0.2965443,0.9521812,352.2862,3.430327,325.1716
0,0.1877499,-0.221598,1.667686,0.03428223,-0.07313405,0.008113556,-0.2966233,0.9521555,352.2728,3.404021,325.1635
0,0.2004294,-0.2216821,1.667698,0.03440829,-0.07287915,0.008290088,-0.2967578,0.9521316,352.3073,3.415569,325.1481
0,0.2139088,-0.221784,1.667672,0.03461961,-0.07255793,0.008850595,-0.2969354,0.9520957,352.3623,3.467354,325.1256
0,0.2255243,-0.2218987,1.66767,0.03493149,-0.07262198,0.009733528,-0.2970923,0.9520333,352.3863,3.567982,325.1003
0,0.2382712,-0.2220422,1.667687,0.03533744,-0.07294265,0.01090606,-0.2970101,0.9520218,352.3913,3.707582,325.0998
0,0.2510282,-0.2222086,1.667735,0.03569205,-0.07330273,0.01172427,-0.2965975,0.9521129,352.3784,3.806957,325.1411
0,0.2638403,-0.2224599,1.667756,0.03623846,-0.07364748,0.01309289,-0.2960229,0.9522474,352.3853,3.96504,325.1985
0,0.285907,-0.2226545,1.667795,0.03662726,-0.07405116,0.01392321,-0.2959335,0.9522321,352.3693,4.069886,325.2002
0,0.2931146,-0.2228593,1.667882,0.03708974,-0.07467894,0.01486205,-0.2955926,0.9522747,352.3314,4.192546,325.2295
0,0.30096,-0.223021,1.667969,0.03748392,-0.07522525,0.01548588,-0.2951821,0.9523491,352.2912,4.277104,325.2699
0,0.3130866,-0.2232352,1.66801,0.03798282,-0.07567114,0.01642961,-0.2946596,0.9524598,352.2723,4.392417,325.3225
0,0.3256191,-0.223525,1.667974,0.03866065,-0.07590812,0.01790482,-0.2938933,0.9526511,352.2932,4.556924,325.4029
0,0.3379986,-0.2238269,1.667866,0.03948371,-0.07602099,0.02006135,-0.2936222,0.9526827,352.3531,4.796136,325.4201
0,0.3508239,-0.2241409,1.667685,0.04044786,-0.07615782,0.02262648,-0.2940442,0.9524841,352.428,5.086718,325.3509
