scene,time,locationX,locationY,locationZ
0,0,0.004999638,0.1322155,0.1074699
0,0.0129261,0.004999638,0.1175692,0.1115005
0,0.0258522,0.004999638,0.105634,0.1115429
0,0.0382296,0.004999638,0.1049345,0.1066334
0,0.0505824,0.004999638,0.1113784,0.1010823
0,0.06320781,0.004999638,0.10549,0.1043846
0,0.0758166,0.004999638,0.1035573,0.1083615
0,0.0882243,0.004999161,0.09807706,0.1102186
0,0.1007666,0.004999638,0.09461951,0.1097419
0,0.1136942,0.004999161,0.08846307,0.1098338
0,0.1374113,0.004999638,0.07812238,0.1144753
0,0.1464652,0.004999638,0.0684464,0.1186534
0,0.1537028,0.004999638,0.06420255,0.1214003
0,0.1624483,0.004999638,0.05909038,0.1191824
0,0.175042,0.004999161,0.05812621,0.1138443
0,0.1877499,0.004999638,0.06122398,0.1095126
0,0.2004294,0.004999638,0.06260085,0.1070635
0,0.2139088,0.004999638,0.05927062,0.1082857
0,0.2255243,0.004999638,0.05393291,0.1134282
0,0.2382712,0.004999638,0.05167389,0.123329
0,0.2510282,0.004999161,0.05130315,0.1370415
0,0.2638403,0.004999638,0.05265737,0.146866
0,0.285907,0.004999638,0.05210638,0.1624813
0,0.2931146,0.004999638,0.05376768,0.1728648
0,0.30096,0.004999638,0.05761766,0.185024
0,0.3130866,0.004999638,0.06166577,0.1934819
0,0.3256191,0.004999638,0.0636189,0.2049796
0,0.3379986,0.004999638,0.06168103,0.2213545
0,0.3508239,0.004999161,0.05596852,0.2450226
0,0.3631568,0.004999161,0.04880285,0.2737605
0,0.3758626,0.004999638,0.0409615,0.301464
0,0.3886022,0.004999638,0.03423214,0.3359025
0,0.4009857,0.004999161,0.02852416,0.3635783
0,0.413396,0.004999161,0.02337837,0.3900644
0,0.4263936,0.004999638,0.01682639,0.4151008
0,0.4485317,0.004999638,0.006247759,0.4566054
0,0.456949,0.004999638,0.0004940033,0.4704278
0,0.4643619,0.004999638,-0.006172419,0.4909745
0,0.4751745,0.004999161,-0.01561785,0.5120439
0,0.4878491,0.004999638,-0.02922606,0.5343347
0,0.5007725,0.004999638,-0.04534888,0.5596374
0,0.5130059,0.004999638,-0.0596559,0.5822266
0,0.5256106,0.004999638,-0.0704186,0.603071
0,0.5380599,0.004999638,-0.08060527,0.6266953
0,0.550989,0.004999638,-0.08618808,0.6447037
0,0.5633,0.004999638,-0.09454226,0.6600987
0,0.5760863,0.004999638,-0.1050098,0.6724499
0,0.588617,0.004999638,-0.1208105,0.6887082
0,0.6104991,0.004999638,-0.1433582,0.7142812
0,0.6188889,0.004999638,-0.150471,0.7256694
0,0.6261477,0.004999638,-0.1618416,0.7478347
0,0.6376481,0.004999638,-0.1696999,0.7705144
0,0.6503449,0.004999161,-0.174144,0.7934472
0,0.6632683,0.004999638,-0.17961,0.8129532
0,0.6757029,0.004999638,-0.1830466,0.8313759
0,0.6881154,0.004999638,-0.1876736,0.8506412
0,0.7009616,0.004999638,-0.1982481,0.8669561
0,0.7134322,0.004999638,-0.2093823,0.8825108
0,0.7264043,0.004999638,-0.2174177,0.8983707
0,0.7388057,0.004999638,-0.2231157,0.9138917
0,0.7618897,0.004999638,-0.2301605,0.9329306
