scene,time,locationX,locationY,locationZ
0,0,0.005000591,0.06349063,0.05756664
0,0.0130241,0.005000591,0.06666875,0.06544062
0,0.0260482,0.005000114,0.07746553,0.07082367
0,0.0424687,0.005000591,0.08436322,0.07723078
0,0.0532766,0.005000591,0.08713841,0.08708778
0,0.0676363,0.005000591,0.09140706,0.09219044
0,0.0778947,0.005000591,0.08349204,0.09250179
0,0.0893072,0.005000591,0.07628608,0.09370032
0,0.103561,0.005000114,0.06948876,0.09333879
0,0.1154117,0.005000591,0.06167436,0.09022492
0,0.1272779,0.005000591,0.05898142,0.0905543
0,0.1412497,0.005000591,0.06063914,0.09439009
0,0.1541807,0.005000591,0.06205153,0.09811011
0,0.1656816,0.005000114,0.06154871,0.1004912
0,0.1771267,0.005000591,0.05836773,0.1046312
0,0.1923946,0.005000591,0.05299711,0.1062525
0,0.2039114,0.005000591,0.04416919,0.1067305
0,0.2160881,0.005000114,0.03281665,0.1058902
0,0.2284673,0.005000591,0.02258754,0.103982
0,0.2381347,0.005000114,0.0142653,0.1043555
0,0.2504843,0.005000591,0.00795579,0.1014321
0,0.2626542,0.005000591,0.008033514,0.1005099
0,0.2738829,0.005000591,0.01152349,0.09824809
0,0.2833374,0.005000591,0.01544166,0.09686798
0,0.294556,0.005000591,0.02243185,0.09522697
0,0.3085104,0.005000114,0.03535771,0.09257743
0,0.318703,0.005000114,0.04047966,0.09174138
0,0.3286261,0.005000591,0.04118061,0.09488001
0,0.3462015,0.005000114,0.03800941,0.09791708
0,0.3564515,0.005000591,0.03648973,0.09942707
0,0.367887,0.005000591,0.03050756,0.09984598
0,0.3806404,0.005000591,0.02440405,0.1005737
0,0.3927472,0.005000591,0.02197099,0.1020365
0,0.4052654,0.005000591,0.01914358,0.1059295
0,0.417859,0.005000114,0.01325011,0.1120434
0,0.4283547,0.005000114,0.003159046,0.1191199
0,0.4384633,0.005000114,-0.008952856,0.1301797
0,0.4514332,0.005000591,-0.02265406,0.1443918
0,0.4649909,0.005000591,-0.03002,0.1563
0,0.4737747,0.005000591,-0.04016089,0.1653612
0,0.4833144,0.005000591,-0.05300403,0.1765261
0,0.4959468,0.005000114,-0.07516742,0.1927117
0,0.5094247,0.005000591,-0.1048112,0.2091561
0,0.518548,0.005000114,-0.1490061,0.2303125
0,0.5300904,0.005000591,-0.1918924,0.2465571
0,0.5410626,0.005000591,-0.243365,0.2557261
0,0.551388,0.005000591,-0.3093162,0.2579047
0,0.5635092,0.005000114,-0.3572133,0.2530706
0,0.5743262,0.005000591,-0.4155712,0.2302906
0,0.5861378,0.005000591,-0.4617298,0.2084009
0,0.5967494,0.005000591,-0.4939046,0.1972279
0,0.6061718,0.005000591,-0.5201266,0.1786506
0,0.6211091,0.005000591,-0.5387301,0.1743718
0,0.630995,0.005000114,-0.5488627,0.1780501
0,0.6417761,0.005000591,-0.5391932,0.1893291
0,0.6534119,0.005000114,-0.5083301,0.2090111
0,0.6655299,0.005000114,-0.4892755,0.2213705
0,0.6772726,0.005000591,-0.4577248,0.236894
0,0.6876181,0.005000591,-0.4343002,0.2524461
0,0.702045,0.005000591,-0.4262588,0.2644997
0,0.7131169,0.005000114,-0.427876,0.2692788
0,0.7222586,0.005000591,-0.4313781,0.2701103
0,0.7346401,0.005000591,-0.4380128,0.2696421
0,0.7476553,0.005000591,-0.4433558,0.2672467
0,0.7581969,0.005000591,-0.447423,0.2617212
0,0.7708358,0.005000591,-0.4501722,0.2559341
0,0.7829332,0.005000591,-0.4445374,0.2512382
0,0.7952544,0.005000114,-0.4328921,0.2485497
0,0.8079997,0.005000591,-0.4102602,0.2487649
0,0.8241316,0.005000591,-0.3947852,0.2490771
0,0.8356998,0.005000114,-0.3846569,0.24801
0,0.8453158,0.005000591,-0.3764331,0.2466
0,0.8581896,0.005000591,-0.3693328,0.2435565
0,0.8709176,0.005000114,-0.3646529,0.2410493
0,0.8814124,0.005000591,-0.3638575,0.2374812
0,0.8926351,0.005000591,-0.3622758,0.2334839
0,0.9093403,0.005000114,-0.3622606,0.231021
0,0.918794,0.005000591,-0.3594038,0.2292343
0,0.9320987,0.005000114,-0.3542659,0.2299441
0,0.9446158,0.005000591,-0.3520019,0.2312626
0,0.9538873,0.005000114,-0.3506153,0.2312244
0,0.9656395,0.005000591,-0.3479135,0.2307242
0,0.9765657,0.005000591,-0.3470285,0.228119
0,0.9897186,0.005000114,-0.3462379,0.2246588
0,1.000222,0.005000591,-0.3448236,0.2238187
0,1.010953,0.005000591,-0.3466518,0.2194203
0,1.023816,0.005000591,-0.3481178,0.2155713
0,1.033813,0.005000114,-0.3475032,0.2107587
0,1.045389,0.005000114,-0.3442266,0.2027117
0,1.056881,0.005000114,-0.3394115,0.1959319
0,1.070664,0.005000591,-0.3339436,0.1891987
0,1.081183,0.005000114,-0.3305366,0.1827043
0,1.091003,0.005000591,-0.3259587,0.1732234
0,1.106117,0.005000591,-0.3222389,0.1683647
0,1.116671,0.005000591,-0.3195493,0.1645935
0,1.128035,0.005000591,-0.3206437,0.1623239
0,1.143087,0.005000591,-0.3196714,0.1607222
0,1.153266,0.005000114,-0.3179686,0.156768
0,1.165777,0.005000114,-0.3140981,0.1504743
0,1.177326,0.005000591,-0.3111207,0.146883
0,1.188245,0.005000591,-0.3081615,0.14405
0,1.199893,0.005000591,-0.3054683,0.1413713
0,1.210147,0.005000591,-0.2953203,0.1385113
0,1.223879,0.005000114,-0.2868931,0.1353452
0,1.23555,0.005000591,-0.2807758,0.1326882
0,1.247842,0.005000114,-0.2748163,0.1322711
0,1.262688,0.005000591,-0.2695019,0.136267
0,1.273056,0.005000591,-0.2641232,0.1371037
0,1.283828,0.005000591,-0.2537725,0.1358621
0,1.296197,0.005000591,-0.2378964,0.1317152
0,1.306216,0.005000591,-0.221961,0.1253168
0,1.319399,0.005000591,-0.2102158,0.1189188
0,1.331096,0.005000591,-0.2059166,0.1144137
0,1.343897,0.005000591,-0.2101741,0.1146095
0,1.355686,0.005000114,-0.2195766,0.1199706
0,1.366757,0.005000591,-0.2266471,0.1235318
0,1.378279,0.005000591,-0.235553,0.1258566
0,1.387877,0.005000591,-0.2407281,0.1277964
0,1.401187,0.005000591,-0.2407472,0.1310748
0,1.418478,0.005000591,-0.2415195,0.1335734
0,1.428175,0.005000591,-0.2450273,0.1368481
0,1.44358,0.005000591,-0.253372,0.1394093
0,1.458947,0.005000591,-0.2596543,0.137304
0,1.477445,0.005000114,-0.2633312,0.1331373
0,1.489135,0.005000591,-0.2694476,0.1315526
0,1.505588,0.005000591,-0.2757854,0.1319685
0,1.515674,0.005000591,-0.2811909,0.1323079
0,1.525131,0.005000591,-0.288029,0.1297336
0,1.537551,0.005000591,-0.2969739,0.1276167
0,1.548184,0.005000591,-0.3079123,0.1270478
0,1.558575,0.005000114,-0.3235621,0.1285196
0,1.571538,0.005000591,-0.3401725,0.1325215
0,1.584122,0.005000591,-0.3497214,0.1361965
0,1.594436,0.005000591,-0.3537169,0.1392643
0,1.605016,0.005000591,-0.3549149,0.1453264
0,1.616894,0.005000591,-0.3570378,0.1532906
0,1.629412,0.005000591,-0.3556838,0.1624672
0,1.639289,0.005000591,-0.3563201,0.1728519
0,1.652182,0.005000591,-0.3600206,0.1837343
0,1.665321,0.005000591,-0.364197,0.1882212
0,1.676413,0.005000591,-0.3631687,0.1869571
0,1.689493,0.005000591,-0.3574684,0.1828546
0,1.70399,0.005000591,-0.350836,0.1799368
0,1.71446,0.005000591,-0.3431704,0.177565
0,1.724736,0.005000591,-0.3344774,0.1756437
0,1.735902,0.005000591,-0.3299122,0.1797612
0,1.747788,0.005000591,-0.3246779,0.1841164
0,1.759513,0.005000591,-0.3215742,0.1885007
0,1.76848,0.005000591,-0.3157661,0.1917834
0,1.780531,0.005000591,-0.3087401,0.1923561
0,1.790455,0.005000591,-0.3018572,0.1918527
0,1.801205,0.005000591,-0.2951503,0.192053
0,1.814828,0.005000591,-0.2920725,0.1915068
0,1.825633,0.005000591,-0.2890408,0.1924226
0,1.835418,0.005000591,-0.2882998,0.196915
0,1.847453,0.005000591,-0.2879689,0.20508
0,1.859671,0.005000591,-0.2878163,0.2165647
0,1.87141,0.005000114,-0.287384,0.2356085
0,1.883057,0.005000591,-0.2822011,0.2627386
0,1.894538,0.005000591,-0.2764275,0.302781
0,1.905389,0.005000591,-0.2704604,0.3386265
0,1.915898,0.005000591,-0.2621357,0.3813563
0,1.926087,0.005000591,-0.2534299,0.4388706
0,1.941859,0.005000114,-0.24981,0.4864478
0,1.953576,0.005000591,-0.25014,0.5191312
0,1.964522,0.005000114,-0.2632396,0.5654483
0,1.977383,0.005000591,-0.2943974,0.6078672
0,1.988561,0.005000591,-0.3372064,0.6561271
0,2.00033,0.005000114,-0.3732541,0.7015876
0,2.011463,0.005000591,-0.4244995,0.7584372
