scene,time,headsetRotationX,headsetRotationY,headsetRotationZ,headsetRotationW
1,0.5704025,0.01147224,-0.9930011,-0.08347192,-0.08276382
1,0.5807486,0.01137924,-0.9929985,-0.08355347,-0.08272523
1,0.5909558,0.01132355,-0.9929949,-0.08362567,-0.08270377
1,0.6027502,0.0110825,-0.9929786,-0.08375972,-0.08279637
1,0.6134298,0.01088332,-0.9929628,-0.08371719,-0.08305475
1,0.6245876,0.01070106,-0.9929696,-0.08354594,-0.08316895
1,0.6356264,0.01060179,-0.9929775,-0.08347192,-0.08316165
1,0.6468536,0.0106279,-0.9929975,-0.08331119,-0.08308071
1,0.6578634,0.01068038,-0.9930133,-0.08323854,-0.08295792
1,0.6690851,0.01081621,-0.9930595,-0.08301202,-0.08261323
1,0.6803848,0.01099546,-0.9930815,-0.08296092,-0.08237633
1,0.6917685,0.01116173,-0.993105,-0.08267918,-0.08235374
1,0.7027074,0.01124024,-0.9931169,-0.08257121,-0.08230871
1,0.7141501,0.01132996,-0.9931232,-0.08238335,-0.08240807
1,0.7253133,0.01145047,-0.9931294,-0.08226986,-0.08243009
1,0.7364679,0.01143096,-0.993127,-0.0822188,-0.08251262
1,0.7477848,0.01144521,-0.993112,-0.08238094,-0.08252883
1,0.759904,0.01173839,-0.993094,-0.08267932,-0.08240622
1,0.7707341,0.01177172,-0.9930823,-0.08284841,-0.08237386
1,0.7826799,0.01169481,-0.9930831,-0.08282296,-0.08239958
2,0,0.009567104,-0.993045,-0.08213209,-0.08381349
2,0.0112418,0.009540074,-0.9930648,-0.08198079,-0.08372927
2,0.0224836,0.009517528,-0.9930638,-0.08193837,-0.08378485
2,0.0336009,0.009514391,-0.9930675,-0.0819644,-0.08371642
2,0.0446499,0.009493235,-0.993082,-0.08183821,-0.08367008
2,0.0561409,0.009273525,-0.9930817,-0.08175183,-0.08378208
2,0.0671891,0.009141035,-0.9930931,-0.08157355,-0.08383667
2,0.0786822,0.009075873,-0.9930915,-0.08147721,-0.08395568
2,0.0895759,0.008933827,-0.9931016,-0.0814079,-0.08391857
2,0.1005055,0.008906774,-0.9931128,-0.08136097,-0.08383402
2,0.111753,0.008917395,-0.9931288,-0.08125886,-0.08374274
2,0.1230242,0.009007692,-0.9931467,-0.08120616,-0.08357176
2,0.1340382,0.009175453,-0.9931653,-0.08119804,-0.0833396
2,0.1454986,0.009255394,-0.9931955,-0.08101178,-0.08315238
2,0.1571555,0.009339362,-0.9932048,-0.08096027,-0.08308181
2,0.1685462,0.009247191,-0.9932032,-0.08098046,-0.08309129
2,0.1807,0.009121671,-0.9931995,-0.08101682,-0.08311522
2,0.1926394,0.009058721,-0.9931853,-0.08116676,-0.08314478
2,0.2054676,0.009072419,-0.9931967,-0.08119506,-0.08297861
2,0.2169267,0.009144142,-0.9932172,-0.08110824,-0.08281115
2,0.2280415,0.009305008,-0.9932314,-0.08096083,-0.08276626
2,0.2390353,0.009346642,-0.9932311,-0.08105294,-0.08267564
2,0.2508018,0.009206612,-0.9932151,-0.08102325,-0.08291116
2,0.2616225,0.00882867,-0.9931829,-0.08100516,-0.08335477
2,0.2744468,0.008461971,-0.9931388,-0.08100609,-0.08391538
2,0.2864118,0.008255642,-0.9930992,-0.08106994,-0.08434242
2,0.2972819,0.008230414,-0.9930829,-0.08100337,-0.08460042
2,0.3083828,0.008455634,-0.9930822,-0.08084384,-0.08473894
2,0.3206203,0.008779541,-0.9931278,-0.08032467,-0.08466491
2,0.3324372,0.009023037,-0.9931608,-0.07996259,-0.08459458
2,0.3449022,0.00908291,-0.9932512,-0.07931308,-0.08413824
2,0.358061,0.00894108,-0.9932947,-0.07925026,-0.08369681
2,0.3688855,0.008973386,-0.9933112,-0.07946101,-0.08329776
2,0.3807847,0.009144519,-0.9933488,-0.07941236,-0.08287469
2,0.3931167,0.009436179,-0.9933828,-0.07933836,-0.08250624
2,0.4046173,0.009783525,-0.9934004,-0.07920235,-0.08238378
2,0.4158008,0.00997062,-0.9934136,-0.07899131,-0.08240464
2,0.4270884,0.01000282,-0.9933881,-0.07911998,-0.08258432
2,0.4392243,0.01002549,-0.9933312,-0.07949901,-0.08290139
2,0.4505657,0.009925764,-0.9933165,-0.07967629,-0.08291966
2,0.4622089,0.009894159,-0.9932836,-0.07995401,-0.08305016
2,0.4734478,0.009859737,-0.9932736,-0.08007947,-0.08305275
2,0.4854564,0.009822831,-0.9932693,-0.08004592,-0.08314133
2,0.4975798,0.009794481,-0.9932821,-0.07995214,-0.08308136
2,0.5086905,0.009854842,-0.9932795,-0.07991427,-0.08314186
2,0.5193632,0.009595979,-0.9932738,-0.07981567,-0.08333525
2,0.5363157,0.009420749,-0.9932582,-0.07989059,-0.08346859
2,0.5489388,0.009320717,-0.9932649,-0.07985637,-0.08343276
2,0.5598192,0.009342901,-0.9932836,-0.07983077,-0.08323243
2,0.5716677,0.009537306,-0.993341,-0.07949907,-0.08284193
2,0.5909962,0.009668838,-0.9933538,-0.07943074,-0.08273852
2,0.6035024,0.009719092,-0.9933712,-0.0792818,-0.08266661
2,0.614683,0.009639099,-0.9933512,-0.07932471,-0.08287472
2,0.6256298,0.009388492,-0.9933203,-0.07933155,-0.08326605
2,0.6369242,0.009280685,-0.993307,-0.07938065,-0.08339009
2,0.6495132,0.009183642,-0.9932866,-0.07950653,-0.08352363
3,0,-0.001950804,-0.9966254,-0.06157942,-0.05424127
3,0.0111377,-0.001775127,-0.9966264,-0.0614789,-0.05434462
3,0.0222754,-0.00170921,-0.996623,-0.06135231,-0.05454868
3,0.0334278,-0.001617365,-0.9966217,-0.06117599,-0.05477494
3,0.0443746,-0.001552703,-0.9966142,-0.06111374,-0.05498356
3,0.0562074,-0.001639644,-0.9965979,-0.06122536,-0.05514923
3,0.0668444,-0.001860298,-0.9965966,-0.06123068,-0.05516031
3,0.07831229,-0.002038078,-0.9965916,-0.06118831,-0.05529121
3,0.08932609,-0.002128372,-0.9966,-0.06110896,-0.05522472
3,0.1005591,-0.002219966,-0.9966013,-0.06097663,-0.05534393
3,0.1114991,-0.002251694,-0.9966005,-0.06096244,-0.05537304
3,0.1228866,-0.002209829,-0.9966052,-0.06084377,-0.0554201
3,0.1339405,-0.002154855,-0.9966134,-0.0607549,-0.05537197
3,0.145419,-0.002107656,-0.996619,-0.06066356,-0.05537426
3,0.1566632,-0.002237896,-0.9966213,-0.0605719,-0.05542782
3,0.167631,-0.002331821,-0.9966065,-0.060771,-0.05547118
3,0.1783924,-0.002457615,-0.9966046,-0.06080377,-0.05546525
3,0.189736,-0.002366887,-0.9966042,-0.06083257,-0.05544353
3,0.2004766,-0.002212567,-0.9966123,-0.06074608,-0.05539954
3,0.2128561,-0.002046775,-0.9966331,-0.0606099,-0.05518201
3,0.22339,-0.001871198,-0.996632,-0.06052221,-0.05530268
3,0.2343089,-0.001768488,-0.996622,-0.06064454,-0.05535302
3,0.2454901,-0.001957018,-0.9965982,-0.06088097,-0.05551374
3,0.2569741,-0.002108779,-0.9965769,-0.06099617,-0.05576414
3,0.2678052,-0.002089711,-0.9965732,-0.06106479,-0.05575696
3,0.279302,-0.002025362,-0.9965793,-0.06101657,-0.05570331
3,0.2906204,-0.001984756,-0.9965874,-0.06096447,-0.05561635
3,0.3017446,-0.001949582,-0.9965943,-0.06087494,-0.05559292
3,0.3140134,-0.001985665,-0.9965903,-0.06096899,-0.05555907
3,0.3256043,-0.002136527,-0.9965809,-0.06106754,-0.05561307
3,0.3359856,-0.002148433,-0.996583,-0.06110227,-0.05553606
3,0.3463953,-0.002049873,-0.9965807,-0.06118753,-0.05548811
3,0.362402,-0.001797477,-0.996596,-0.06103158,-0.05539379
3,0.3734053,-0.00165705,-0.9965976,-0.06099026,-0.05541366
3,0.3859535,-0.001738856,-0.9965887,-0.0609578,-0.05560827
3,0.3970581,-0.002138171,-0.9965651,-0.06111271,-0.0558458
3,0.4083056,-0.002469396,-0.9965324,-0.06137088,-0.05613303
3,0.4191967,-0.002708655,-0.9965283,-0.06138171,-0.05618253
3,0.4307558,-0.002725175,-0.9965352,-0.06132885,-0.05611777
3,0.4436358,-0.002364075,-0.9965561,-0.06114146,-0.05596605
3,0.4604232,-0.001976818,-0.9965951,-0.06058628,-0.05589056
3,0.4737944,-0.001995839,-0.9965953,-0.06057393,-0.05590013
3,0.4861354,-0.002273811,-0.9965864,-0.06063901,-0.05597782
3,0.4976172,-0.002705708,-0.9965653,-0.06066122,-0.05630705
3,0.5088626,-0.002974657,-0.9965441,-0.06081892,-0.05649951
3,0.5197185,-0.00313122,-0.9965384,-0.06080266,-0.05660835
3,0.5316527,-0.002927996,-0.9965518,-0.06068116,-0.05651653
3,0.5419155,-0.00279803,-0.996567,-0.06054983,-0.0563941
3,0.5531174,-0.00276565,-0.9965861,-0.0602621,-0.05636677
3,0.5648157,-0.002614424,-0.9965889,-0.0601595,-0.05643272
3,0.5759804,-0.002539022,-0.9965711,-0.06031923,-0.05658081
3,0.5867478,-0.002499187,-0.9965709,-0.06024514,-0.05666459
3,0.5977347,-0.002522549,-0.9965791,-0.06009519,-0.0566788
3,0.6093246,-0.002636157,-0.9965794,-0.06006219,-0.05670375
3,0.6206509,-0.002683613,-0.9965773,-0.05994418,-0.05686322
3,0.6316303,-0.002622329,-0.996585,-0.05994441,-0.05672908
3,0.642537,-0.002535017,-0.9965881,-0.06005686,-0.05656064
3,0.6540955,-0.002399635,-0.9965915,-0.06019016,-0.05636385
3,0.664989,-0.002123382,-0.9965832,-0.06032085,-0.05638143
3,0.6760876,-0.001813516,-0.9965762,-0.06034094,-0.05649668
3,0.6876017,-0.001716571,-0.9965461,-0.06039361,-0.05697188
3,0.6989902,-0.001684884,-0.9965209,-0.06036172,-0.05744535
3,0.7103458,-0.00184699,-0.9964865,-0.06063307,-0.05774942
3,0.7234598,-0.002174871,-0.9964749,-0.06096717,-0.05758801
3,0.7425901,-0.001889808,-0.9964901,-0.06111265,-0.05717856
3,0.7682489,-0.001668217,-0.9965227,-0.06096622,-0.05677262
3,0.7966138,-0.001755631,-0.9965273,-0.06104448,-0.05660456
3,0.8143647,-0.001479724,-0.9965128,-0.06146382,-0.05641457
4,0,-0.001663724,-0.9964856,-0.06090956,-0.05747917
4,0.0110996,-0.001916522,-0.996464,-0.06117189,-0.05756825
4,0.0221992,-0.002092773,-0.9964429,-0.06136651,-0.05771935
4,0.034159,-0.002199231,-0.9964297,-0.06138195,-0.05792704
4,0.0445219,-0.002170352,-0.9964329,-0.06124726,-0.05801529
4,0.0560604,-0.002014389,-0.9964477,-0.0610113,-0.05801573
4,0.0668459,-0.001792729,-0.9964621,-0.06090053,-0.05789143
4,0.078225,-0.001694696,-0.9964695,-0.06080613,-0.05786526
4,0.089158,-0.001676876,-0.9964669,-0.06079028,-0.05792749
4,0.1001897,-0.001787633,-0.9964505,-0.06073451,-0.05826288
4,0.1117689,-0.001848856,-0.9964346,-0.06071431,-0.05855459
4,0.1234362,-0.00188419,-0.9964274,-0.06070659,-0.05868331
4,0.1336112,-0.001854815,-0.9964272,-0.06071137,-0.05868381
4,0.1454939,-0.001767224,-0.9964355,-0.0607587,-0.05849653
4,0.1558326,-0.001744883,-0.9964398,-0.06068359,-0.05850056
4,0.167369,-0.001806125,-0.9964411,-0.06064382,-0.05851907
4,0.1785879,-0.001895951,-0.9964314,-0.06069247,-0.05863032
4,0.1900234,-0.001932355,-0.9964325,-0.06061126,-0.05869249
4,0.2027595,-0.001885256,-0.9964187,-0.060652,-0.05888653
4,0.2168576,-0.001883378,-0.9964261,-0.06055706,-0.05886051
4,0.2279765,-0.001798149,-0.9964278,-0.06048306,-0.05891114
4,0.2393104,-0.001757702,-0.9964364,-0.06038029,-0.05887046
4,0.2512136,-0.001814455,-0.996433,-0.06035586,-0.05895302
4,0.2634631,-0.001823407,-0.9964423,-0.06023823,-0.05891475
4,0.274979,-0.001828171,-0.996454,-0.06021125,-0.05874515
4,0.2864581,-0.001879549,-0.9964628,-0.06010447,-0.05870089
4,0.2987915,-0.001864716,-0.9964621,-0.06005292,-0.05876741
4,0.3106569,-0.001962425,-0.9964517,-0.06005076,-0.05894145
4,0.3229044,-0.002019577,-0.9964422,-0.06006615,-0.05908614
4,0.3341296,-0.002008615,-0.9964169,-0.06035288,-0.05921942
4,0.3458033,-0.002060642,-0.9964111,-0.06046757,-0.05919883
4,0.3565001,-0.002076304,-0.9964023,-0.06045299,-0.05936211
4,0.3680542,-0.002014553,-0.9963976,-0.06034742,-0.05954868
4,0.3791662,-0.002005918,-0.9963939,-0.06017806,-0.0597817
4,0.3902333,-0.001966333,-0.9963837,-0.06020433,-0.05992717
4,0.4023694,-0.001949687,-0.9963856,-0.06009129,-0.06000978
4,0.4150658,-0.001926446,-0.9963825,-0.06006413,-0.06008965
4,0.4276303,-0.001962127,-0.9963732,-0.06015351,-0.06015289
4,0.4385407,-0.002036335,-0.9963714,-0.0602292,-0.06010321
4,0.4497355,-0.002164271,-0.9963599,-0.06028493,-0.06023386
4,0.4609382,-0.002200706,-0.9963388,-0.06034007,-0.06052554
4,0.4725776,-0.002143975,-0.9963198,-0.060456,-0.06072503
4,0.4840406,-0.002033817,-0.9963071,-0.06038741,-0.06100363
4,0.4954752,-0.001965813,-0.9962761,-0.06056446,-0.06133595
4,0.5068637,-0.00174607,-0.9962027,-0.06117994,-0.06192222
4,0.5185753,-0.001493575,-0.9961386,-0.06138682,-0.06274876
4,0.531414,-0.001362991,-0.9960454,-0.06177559,-0.06384182
4,0.5422239,-0.001209358,-0.9958864,-0.06260021,-0.06549945
4,0.5532322,-0.001113221,-0.995721,-0.06376036,-0.06688267
4,0.5646216,-0.001164246,-0.9955597,-0.06507708,-0.06800529
4,0.5762891,-0.001441985,-0.9953711,-0.06665336,-0.06922382
4,0.5926642,-0.001924299,-0.9949948,-0.07011247,-0.07117733
4,0.608164,-0.001987047,-0.9947959,-0.07180829,-0.07225496
4,0.621694,-0.002058655,-0.9946004,-0.07333283,-0.0734061
4,0.6325695,-0.001952071,-0.9944032,-0.07478467,-0.07460526
4,0.6433313,-0.001938667,-0.9942381,-0.07588057,-0.07569
4,0.6542366,-0.002140149,-0.9940708,-0.07686112,-0.076884
4,0.6650465,-0.002271019,-0.993912,-0.07773067,-0.07805073
4,0.6763292,-0.002373494,-0.993755,-0.07863493,-0.07913333
4,0.6879362,-0.002347689,-0.993633,-0.07920419,-0.08009109
4,0.6993943,-0.002475008,-0.9935172,-0.07964081,-0.08108667
4,0.7097409,-0.00246549,-0.9934406,-0.07995138,-0.08171749
4,0.7206876,-0.002500221,-0.9933772,-0.08012336,-0.08231536
4,0.7321855,-0.002321936,-0.9933501,-0.0802068,-0.08256686
4,0.7438275,-0.002332255,-0.9933331,-0.08016924,-0.08280733
4,0.7555702,-0.002476282,-0.9933095,-0.08024402,-0.0830135
4,0.7666232,-0.002585974,-0.9933081,-0.08014086,-0.08312574
4,0.7773758,-0.002814133,-0.9933013,-0.08013541,-0.08320567
4,0.7876896,-0.003164455,-0.9932994,-0.07995687,-0.08338705
4,0.7987986,-0.003341954,-0.9933128,-0.07963386,-0.08352903
4,0.8103725,-0.003529496,-0.9933156,-0.07936971,-0.08373925
4,0.8210251,-0.003618822,-0.9933354,-0.07898331,-0.08386692
4,0.8323905,-0.003711715,-0.9933447,-0.07879766,-0.08392742
4,0.8435193,-0.003743511,-0.9933621,-0.07855465,-0.083947
4,0.8546886,-0.00383829,-0.993369,-0.07842481,-0.0839825
4,0.8660172,-0.004049025,-0.9933721,-0.07835686,-0.08399972
4,0.8772084,-0.004269835,-0.9933618,-0.07832809,-0.08413717
4,0.8894032,-0.004440803,-0.9933676,-0.07800739,-0.0843567
4,0.9009796,-0.004445609,-0.9933594,-0.07783075,-0.0846149
4,0.9118253,-0.004340254,-0.993342,-0.077851,-0.08480632
4,0.9230433,-0.004516389,-0.9933164,-0.07786778,-0.0850825
4,0.9328733,-0.004719909,-0.9932768,-0.07798418,-0.08542666
4,0.944393,-0.004704837,-0.9932491,-0.077999,-0.08573508
4,0.9556919,-0.004774228,-0.9932327,-0.07791558,-0.08599591
4,0.966379,-0.004838113,-0.993205,-0.07799202,-0.08624217
4,0.9782647,-0.004931521,-0.9931921,-0.07805853,-0.08632693
4,0.9889423,-0.004939262,-0.9931929,-0.07800156,-0.08636895
4,0.9999816,-0.004922085,-0.9931929,-0.07812938,-0.08625308
4,1.011869,-0.004858099,-0.9931976,-0.07816141,-0.08617303
4,1.023255,-0.004776943,-0.9931978,-0.07814707,-0.08618888
4,1.033985,-0.004620548,-0.9932179,-0.07805059,-0.08605304
4,1.044978,-0.004589558,-0.9932495,-0.07782832,-0.08589119
4,1.056209,-0.00465012,-0.9932772,-0.07767572,-0.08570558
4,1.067086,-0.004677493,-0.9932971,-0.07761757,-0.08552566
4,1.078806,-0.004783127,-0.9933267,-0.07742859,-0.08534735
4,1.089387,-0.00483498,-0.9933395,-0.07729954,-0.08531278
4,1.100911,-0.00486346,-0.9933486,-0.07716294,-0.08532947
4,1.112524,-0.004692294,-0.9933711,-0.07697549,-0.08524564
4,1.123916,-0.004533529,-0.9934406,-0.07631427,-0.0850392
4,1.13565,-0.004348088,-0.9934752,-0.07615224,-0.08478871
4,1.147115,-0.004229285,-0.9934844,-0.07623037,-0.0846175
4,1.158495,-0.004335679,-0.9934835,-0.07624239,-0.08461159
4,1.170043,-0.00448826,-0.9934766,-0.07629899,-0.08463246
4,1.181351,-0.004672498,-0.9934742,-0.07629539,-0.0846546
4,1.192899,-0.004719861,-0.9934803,-0.07629883,-0.08457643
4,1.204613,-0.004560217,-0.9934772,-0.07628664,-0.08463332
4,1.216387,-0.00434548,-0.9934919,-0.07622381,-0.0845283
4,1.227609,-0.004244242,-0.9934949,-0.07616849,-0.08454838
4,1.238788,-0.00426003,-0.9934767,-0.07629066,-0.08465111
4,1.250852,-0.004246362,-0.9934666,-0.07634261,-0.08472392
4,1.261992,-0.004302468,-0.9934487,-0.07642074,-0.08486006
4,1.272935,-0.004340526,-0.9934235,-0.07657671,-0.08501354
4,1.284002,-0.004368562,-0.9933873,-0.07684086,-0.08519459
4,1.296346,-0.004445191,-0.9933569,-0.07702553,-0.085379
4,1.306641,-0.004487887,-0.9933416,-0.07713591,-0.08545488
4,1.317997,-0.004375525,-0.9933338,-0.07720037,-0.08549276
4,1.330511,-0.004289214,-0.9933247,-0.07733473,-0.08548227
4,1.340465,-0.004287511,-0.9932958,-0.0775777,-0.08559716
4,1.351024,-0.004374143,-0.9932789,-0.07768448,-0.08569339
4,1.363232,-0.004422061,-0.993252,-0.07793789,-0.08577141
4,1.373723,-0.004377384,-0.9932458,-0.07810546,-0.08569291
4,1.384953,-0.004352346,-0.9932493,-0.07818276,-0.08558363
4,1.396152,-0.004302427,-0.9932669,-0.07806636,-0.08548814
4,1.407033,-0.004366927,-0.9932775,-0.07798822,-0.08543244
4,1.418328,-0.004354559,-0.9932727,-0.07788703,-0.08558154
4,1.429948,-0.004506797,-0.9932709,-0.07780091,-0.08567196
4,1.44078,-0.004646394,-0.9932614,-0.07787267,-0.08570978
4,1.451812,-0.004724402,-0.9932668,-0.07789271,-0.08562547
5,0,-0.008530181,-0.9943457,-0.0751338,-0.07455838
5,0.0118733,-0.00850993,-0.9943271,-0.0751588,-0.0747841
5,0.0237466,-0.008661095,-0.9942911,-0.07520896,-0.07519284
5,0.0411502,-0.009313826,-0.9942038,-0.07554697,-0.0759261
5,0.0516308,-0.009710446,-0.9941469,-0.07587112,-0.07629889
5,0.0632786,-0.009913906,-0.9940445,-0.07679865,-0.07667723
