scene,time,headsetLocationX,headsetLocationY,headsetLocationZ
6,0.9398208,-1.023197,1.194999,-0.06277764
6,0.9508708,-1.023296,1.195058,-0.06278098
6,0.9629483,-1.023447,1.195103,-0.06273335
6,0.9741263,-1.023606,1.195185,-0.06277525
6,0.9847273,-1.023754,1.195241,-0.06279373
6,0.9966926,-1.023841,1.195265,-0.06276274
6,1.008516,-1.023955,1.195393,-0.06286818
6,1.019698,-1.024081,1.195442,-0.06292695
6,1.031615,-1.02411,1.195438,-0.06292945
6,1.043643,-1.024276,1.195508,-0.06295133
6,1.055963,-1.024433,1.195579,-0.06293231
6,1.06632,-1.024661,1.195525,-0.06282943
7,0,-1.024475,1.195465,-0.06127131
